#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,fCtrlA,fCtrlB,wNCtrl,vVCtrl,aVCtrl,envPCtrlL,envPCtrlM,envShape,ioParallel1,ioParallel2,vDiff,oDiff,cnt
fCA,0.0,0,0,0,,0,,0,0,1,r,0,0,0,0,0,,,,,,,,0,0,0,187,0,11,0,0,0,0,0,0,1
fCB,0.0,0,0,0,,0,,0,0,1,r,0,0,0,0,0,,,,,,,,0,0,0,187,0,11,0,0,0,0,0,0,2
aVC,4.5351473922902495e-05,0,0,0,,0,,0,0,1,r,0,0,0,1,0,,,,,,,,0,0,0,187,0,11,0,0,0,0,0,0,3
ePL,0.0003854875283446712,0,0,0,,0,,0,0,1,r,0,0,0,1,0,,,,,,,,0,0,0,187,0,0,0,0,0,0,0,0,4
evM,0.0004308390022675737,0,0,0,,0,,0,0,1,r,0,0,0,1,0,,,,,,,,0,0,0,187,0,0,3,0,0,0,0,0,5
evS,0.00047619047619047614,0,0,0,,0,,0,0,1,r,0,0,0,1,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,6
fCB,0.012063492063492066,0,0,0,,0,,0,0,1,r,0,0,0,1,0,,,,,,,,0,0,0,185,0,0,3,9,0,0,0,0,7
aVC,0.012108843537414968,0,0,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,185,0,0,3,9,0,0,8,0,1
wNC,0.12945578231292512,0,8,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,0.26317460317460317,0,16,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-8,0,1
evM,0.2632199546485261,0,16,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,0.263265306122449,0,16,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,1,0,1
wNC,0.2792290249433107,0,17,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,0.3960090702947846,0,24,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,0.5300226757369617,0,32,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-8,0,1
evM,0.5300680272108846,0,32,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,0.5301133786848076,0,32,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,0.6629705215419506,0,40,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,0.7964625850340143,0,48,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,0.7965079365079373,0,48,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,0.7965532879818602,0,48,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,0.8125396825396833,0,49,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,0.9299319727891164,0,56,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,1.0634693877551031,0,64,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,1.063514739229026,0,64,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,1.063560090702949,0,64,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,16,0,1
ePL,1.3308843537414992,0,80,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-16,0,1
evM,1.330929705215422,0,80,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,1.330975056689345,0,80,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,1.3460544217687103,0,81,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,1.4640816326530655,0,88,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,1.5967120181405943,0,96,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,1.5967573696145172,0,96,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,1.5968253968254016,0,96,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,8,0,1
evS,1.7310657596371932,0,104,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,1.8638095238095298,0,112,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,1.8638548752834527,0,112,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,1.8639002267573757,0,112,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,1.8797959183673532,0,113,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,1.9972108843537477,0,120,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,2.132018140589577,0,128,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,0,10,0,0,-8,0,1
evM,2.1320634920634998,0,128,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,10,0,0,0,0,2
evS,2.1321088435374227,0,128,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,9,0,0,16,0,1
ePL,2.397392290249443,0,144,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-16,0,1
evM,2.397437641723366,0,144,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,2.397482993197289,0,144,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,1,0,1
wNC,2.4134467120181515,0,145,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,2.530204081632666,0,152,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,2.664217687074843,0,160,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-8,0,1
evM,2.664263038548766,0,160,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,2.664308390022689,0,160,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,2.79773242630387,0,168,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,2.9312244897959348,0,176,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,2.9312698412698577,0,176,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,2.9313151927437806,0,176,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,2.947278911564643,0,177,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,3.0646938775510395,0,184,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,3.198208616780065,0,192,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,3.198253968253988,0,192,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,3.198299319727911,0,192,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,16,0,1
ePL,3.4649659863945814,0,208,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-16,0,1
evM,3.4650113378685043,0,208,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,3.4650566893424273,0,208,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,3.48102040816329,0,209,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,3.5990929705215686,0,216,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,3.7317233560090997,0,224,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,3.7317687074830226,0,224,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,3.7318140589569455,0,224,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,8,0,1
evS,3.8655102040816645,0,232,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,3.998253968254003,0,240,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,3.9982993197279257,0,240,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,3.9983446712018487,0,240,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,4.01399092970525,0,241,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,4.131405895691643,0,248,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,4.266507936507968,0,256,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,0,10,0,0,-8,0,1
evM,4.266553287981891,0,256,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,10,0,0,0,0,2
evS,4.266598639455814,0,256,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,9,0,0,16,0,1
ePL,4.531587301587327,0,272,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-16,0,1
evM,4.53163265306125,0,272,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,4.5316780045351726,0,272,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,1,0,1
wNC,4.547641723356034,0,273,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,4.664421768707508,0,280,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,4.798412698412722,0,288,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-8,0,1
evM,4.798458049886645,0,288,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,4.798503401360568,0,288,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,4.931564625850363,0,296,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,5.065056689342425,0,304,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,5.065102040816348,0,304,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,5.065147392290271,0,304,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,5.081111111111132,0,305,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,5.198526077097524,0,312,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,5.332040816326548,0,320,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,5.332086167800471,0,320,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,5.332131519274394,0,320,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,16,0,1
ePL,5.59947845804989,0,336,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-16,0,1
evM,5.599523809523813,0,336,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,5.599569160997736,0,336,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,5.614625850340139,0,337,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,5.732675736961445,0,344,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,5.865306122448968,0,352,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,5.865351473922891,0,352,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,5.865396825396814,0,352,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,8,0,1
evS,5.999274376417217,0,360,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,6.132018140589541,0,368,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,6.132063492063464,0,368,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,6.132108843537387,0,368,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,6.147755102040788,0,369,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,6.265192743764141,0,376,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,6.399999999999967,0,384,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,0,10,0,0,-7,0,1
evM,6.4000453514738895,0,385,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,10,0,0,-1,0,1
evS,6.4000907029478125,0,385,15,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,9,0,0,15,0,1
ePL,6.665351473922861,0,400,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-15,0,1
evM,6.665396825396784,0,400,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,6.665442176870707,0,400,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,1,0,1
wNC,6.681405895691568,0,401,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,6.79818594104304,0,408,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,6.932199546485216,0,416,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-8,0,1
evM,6.932244897959139,0,416,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,6.932290249433062,0,416,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,7.065328798185896,0,424,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,7.19882086167796,0,432,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,7.198866213151883,0,432,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,7.1989115646258055,0,432,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,7.214897959183629,0,433,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,7.33229024943306,0,440,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,7.465804988662083,0,448,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,7.465850340136006,0,448,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,7.46591836734689,0,448,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,16,0,1
ePL,7.73256235827658,0,464,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-16,0,1
evM,7.732607709750503,0,464,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,7.7326757369613865,0,464,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,7.748639455782246,0,465,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,7,0,1
wNC,7.866689342403559,0,473,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,-1,0,1
ePL,7.999319727891079,0,480,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-7,0,1
evM,7.999365079365002,0,480,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,7.999410430838925,0,480,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,8,0,1
evS,8.133287981859324,0,488,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,8.266054421768619,0,496,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,8.26609977324254,0,496,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,8.266145124716463,0,496,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,8.282018140589477,0,497,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,8.399455782312822,0,504,9,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,2,0,1
ePL,8.535532879818483,0,513,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,0,10,0,0,-9,0,1
evM,8.535578231292405,0,513,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,10,0,0,0,0,2
evS,8.535623582766327,0,513,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,9,0,0,16,0,1
ePL,8.800272108843394,0,529,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-16,0,1
evM,8.800317460317316,0,529,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,8.800362811791238,0,529,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,0,0,3
wNC,8.815759637188062,0,529,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,7,0,1
wNC,8.933129251700535,0,536,9,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,2,0,1
ePL,9.067097505668782,0,545,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-9,0,1
evM,9.067142857142704,0,545,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,9.067188208616626,0,545,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,9.200634920634762,0,553,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,9.334104308389854,0,561,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,9.334149659863776,0,561,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,9.334195011337698,0,561,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,0,0,3
wNC,9.34959183673452,0,561,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,8,0,1
wNC,9.467800453514563,0,569,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,-1,0,1
ePL,9.599727891156284,0,576,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-7,0,1
evM,9.599773242630206,0,576,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,9.599818594104129,0,576,17,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,17,0,1
ePL,9.867709750566709,0,593,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-17,0,1
evM,9.86775510204063,0,593,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,9.867800453514553,0,593,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,0,0,3
wNC,9.8832426303853,0,593,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,8,0,1
wNC,10.000952380952194,0,601,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,0,0,2
ePL,10.134240362811601,0,609,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,0,10,0,0,-8,0,1
evM,10.134285714285523,0,609,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,10,0,0,0,0,2
evS,10.134331065759445,0,609,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,8,0,1
evS,10.267573696144927,0,617,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,10.401043083900028,0,625,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
evM,10.40108843537395,0,625,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,9,0,0,0,0,2
evS,10.401133786847872,0,625,1,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,0,10,0,0,1,0,1
wNC,10.416689342403426,0,626,7,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,6,0,1
wNC,10.534399092970311,0,633,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,1,0,1
ePL,10.66848072562337,0,641,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,0,10,0,0,-8,0,1
evM,10.668526077097292,0,641,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,10,0,0,0,0,2
evS,10.668571428571214,0,641,16,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,0,3,9,0,0,16,0,1
ePL,10.934331065759412,0,657,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,3,9,0,0,-16,0,1
evM,10.934376417233334,0,657,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,9,0,0,0,0,2
evS,10.93444444444422,0,657,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,66,0,10,0,0,0,0,3
wNC,10.94981859410408,0,657,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,8,185,0,66,0,10,0,0,8,0,1
wNC,11.067188208616551,0,665,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,171,0,66,0,10,0,0,0,0,2
ePL,11.20117913832176,0,673,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,0,10,0,0,-8,0,1
evM,11.201224489795681,0,673,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,10,0,0,0,0,2
evS,11.201269841269603,0,673,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,191,0,0,3,9,0,0,8,0,1
evS,11.33433106575939,0,681,8,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,0,3,9,0,0,0,0,2
ePL,11.467800453514483,0,689,0,,0,,0,0,1,r,0,0,0,2,0,,,,,,,,0,0,0,187,0,66,3,9,0,0,-8,0,1
