#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtblIndex,f1Ctrl,f2Ctrl,vCtrl,enCtrl
vCtrl,3.669115646258554,0,221,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,3.684739229024994,0,222,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,3.701360544217738,0,223,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,3.7180498866213667,0,224,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,3.735102040816378,0,225,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,3.751405895691662,0,226,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
f1Ctrl,3.7683446712018664,0,227,,,,,,,,,1,,,,,,,,,31,64,1,80,6,10,31
f2Ctrl,3.7683900226757894,0,227,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
vCtrl,3.7687301587302113,0,227,,,,,,,,,1,,,,,,,,,31,64,1,80,3,15,31
vCtrl,3.7849206349206876,0,228,,,,,,,,,1,,,,,,,,,31,64,1,80,3,14,31
vCtrl,3.801111111111164,0,229,,,,,,,,,1,,,,,,,,,31,64,1,80,3,13,31
vCtrl,3.817868480725677,0,230,,,,,,,,,1,,,,,,,,,31,64,1,80,3,12,31
vCtrl,3.834399092970575,0,231,,,,,,,,,1,,,,,,,,,31,64,1,80,3,11,31
vCtrl,3.8510884353742036,0,232,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
f1Ctrl,3.8683900226757912,0,233,,,,,,,,,1,,,,,,,,,31,64,1,160,3,10,31
f2Ctrl,3.8684580498866756,0,233,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,3.868775510204136,0,233,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,3.884489795918422,0,234,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,3.9015873015873566,0,235,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,3.91789115646264,0,236,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,3.9345351473923458,0,237,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,3.951269841269897,0,238,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
f1Ctrl,3.9681405895692174,0,239,,,,,,,,,1,,,,,,,,,31,64,1,80,6,10,31
f2Ctrl,3.9681859410431404,0,239,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
vCtrl,3.9685260770975623,0,239,,,,,,,,,1,,,,,,,,,31,64,1,80,3,15,31
vCtrl,3.9846031746032313,0,240,,,,,,,,,1,,,,,,,,,31,64,1,80,3,14,31
vCtrl,4.001678004535204,0,241,,,,,,,,,1,,,,,,,,,31,64,1,80,3,13,31
vCtrl,4.018412698412754,0,242,,,,,,,,,1,,,,,,,,,31,64,1,80,3,12,31
vCtrl,4.034716553288037,0,243,,,,,,,,,1,,,,,,,,,31,64,1,80,3,11,31
vCtrl,4.051405895691665,0,244,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
f1Ctrl,4.069478458049941,0,245,,,,,,,,,1,,,,,,,,,31,64,1,160,3,10,31
f2Ctrl,4.069523809523864,0,245,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,4.06993197278917,0,245,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,4.084875283446765,0,246,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,4.101496598639508,0,247,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,4.118253968254019,0,248,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,4.135487528344721,0,249,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,4.151609977324312,0,250,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
f1Ctrl,4.168548752834515,0,251,,,,,,,,,1,,,,,,,,,31,64,1,80,6,10,31
f2Ctrl,4.168594104308438,0,251,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
vCtrl,4.1689342403628595,0,251,,,,,,,,,1,,,,,,,,,31,64,1,80,3,15,31
vCtrl,4.185011337868527,0,252,,,,,,,,,1,,,,,,,,,31,64,1,80,3,14,31
vCtrl,4.201723356009116,0,253,,,,,,,,,1,,,,,,,,,31,64,1,80,3,13,31
vCtrl,4.218458049886666,0,254,,,,,,,,,1,,,,,,,,,31,64,1,80,3,12,31
vCtrl,4.235056689342448,0,255,,,,,,,,,1,,,,,,,,,31,64,1,80,3,11,31
vCtrl,4.252176870748342,0,256,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
f1Ctrl,4.269002267573739,0,257,,,,,,,,,1,,,,,,,,,31,64,1,160,3,10,31
f2Ctrl,4.269070294784623,0,257,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,4.269433106576006,0,257,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,4.284693877551063,0,258,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,4.30138321995469,0,259,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,4.318072562358319,0,260,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,4.3347392290249855,0,261,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,4.351405895691652,0,262,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
f1Ctrl,4.368616780045393,0,263,,,,,,,,,1,,,,,,,,,31,64,1,80,6,10,31
f2Ctrl,4.368662131519316,0,263,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
vCtrl,4.369002267573737,0,263,,,,,,,,,1,,,,,,,,,31,64,1,80,3,15,31
vCtrl,4.384807256235869,0,264,,,,,,,,,1,,,,,,,,,31,64,1,80,3,14,31
vCtrl,4.401519274376458,0,265,,,,,,,,,1,,,,,,,,,31,64,1,80,3,13,31
vCtrl,4.4182086167800865,0,266,,,,,,,,,1,,,,,,,,,31,64,1,80,3,12,31
vCtrl,4.434807256235869,0,267,,,,,,,,,1,,,,,,,,,31,64,1,80,3,11,31
vCtrl,4.451496598639498,0,268,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
f1Ctrl,4.4686394557823546,0,269,,,,,,,,,1,,,,,,,,,31,64,1,160,3,10,31
f2Ctrl,4.4686848072562775,0,269,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,4.469024943310699,0,269,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,4.48498866213156,0,270,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,4.5015646258503805,0,271,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,4.518253968254009,0,272,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,4.534897959183715,0,273,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,4.551587301587343,0,274,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
f1Ctrl,4.568526077097547,0,275,,,,,,,,,1,,,,,,,,,31,64,1,80,6,10,31
f2Ctrl,4.56857142857147,0,275,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
vCtrl,4.568911564625892,0,275,,,,,,,,,1,,,,,,,,,31,64,1,80,3,15,31
vCtrl,4.584988662131561,0,276,,,,,,,,,1,,,,,,,,,31,64,1,80,3,14,31
vCtrl,4.60167800453519,0,277,,,,,,,,,1,,,,,,,,,31,64,1,80,3,13,31
vCtrl,4.618390022675779,0,278,,,,,,,,,1,,,,,,,,,31,64,1,80,3,12,31
vCtrl,4.635079365079407,0,279,,,,,,,,,1,,,,,,,,,31,64,1,80,3,11,31
vCtrl,4.651768707483034,0,280,,,,,,,,,1,,,,,,,,,31,64,1,80,3,10,31
f1Ctrl,4.670408163265346,0,281,,,,,,,,,1,,,,,,,,,31,64,1,160,3,10,31
f2Ctrl,4.67047619047623,0,281,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,4.670884353741536,0,281,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,4.685192743764211,0,282,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,4.7018820861678385,0,283,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,4.71863945578235,0,284,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,4.735283446712054,0,285,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,4.751995464852643,0,286,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,4.7697278911564975,0,287,,,,,,,,,1,,,,,,,,,31,64,1,160,6,15,31
vCtrl,4.78539682539686,0,288,,,,,,,,,1,,,,,,,,,31,64,1,160,6,14,31
vCtrl,4.802086167800487,0,289,,,,,,,,,1,,,,,,,,,31,64,1,160,6,13,31
vCtrl,4.818798185941077,0,290,,,,,,,,,1,,,,,,,,,31,64,1,160,6,12,31
vCtrl,4.835351473922936,0,291,,,,,,,,,1,,,,,,,,,31,64,1,160,6,11,31
vCtrl,5.803219954648557,0,349,,,,,,,,,1,,,,,,,,,31,64,1,160,6,10,31
vCtrl,5.819886621315224,0,350,,,,,,,,,1,,,,,,,,,31,64,1,160,6,9,31
vCtrl,5.836598639455813,0,351,,,,,,,,,1,,,,,,,,,31,64,1,160,6,8,31
vCtrl,5.85328798185944,0,352,,,,,,,,,1,,,,,,,,,31,64,1,160,6,7,31
f1Ctrl,5.869909297052184,0,353,,,,,,,,,1,,,,,,,,,31,64,1,0,6,7,31
f2Ctrl,5.8699773242630675,0,353,,,,,,,,,1,,,,,,,,,31,64,1,0,0,7,31
vCtrl,5.870408163265335,0,353,,,,,,,,,1,,,,,,,,,31,64,1,0,0,0,31
enBit,5.8706575963719105,0,353,,,,,,,,,0,,,,,,,,,31,64,1,0,0,0,0

f1Ctrl,0.00011337868480725617,1,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,0,0
vCtrl,0.0006122448979591841,1,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,7,0
enBit,0.0008616780045351481,1,0,,,,,,,,,1,,,,,,,,,0,0,0,224,0,7,31
enBit,0.000929705215419502,1,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,7,0
enBit,0.001337868480725625,1,0,,,,,,,,,1,,,,,,,,,0,0,0,224,0,7,31
enBit,0.0013832199546485275,1,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,7,0
wtbNew,0.0014058956916099788,1,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,7,0
wtbLast,0.0014058956916099788,1,0,,,,,,,,,0,,,,,,,,,1,25,0,224,0,7,0
wtbLast,0.00142857142857143,1,0,,,,,,,,,0,,,,,,,,,2,49,0,224,0,7,0
wtbLast,0.00142857142857143,1,0,,,,,,,,,0,,,,,,,,,3,71,0,224,0,7,0
wtbLast,0.0014512471655328814,1,0,,,,,,,,,0,,,,,,,,,4,90,0,224,0,7,0
wtbLast,0.0014512471655328814,1,0,,,,,,,,,0,,,,,,,,,5,106,0,224,0,7,0
wtbLast,0.0014739229024943326,1,0,,,,,,,,,0,,,,,,,,,6,117,0,224,0,7,0
wtbLast,0.0014739229024943326,1,0,,,,,,,,,0,,,,,,,,,7,125,0,224,0,7,0
wtbLast,0.001496598639455784,1,0,,,,,,,,,0,,,,,,,,,8,127,0,224,0,7,0
wtbLast,0.0015192743764172352,1,0,,,,,,,,,0,,,,,,,,,9,125,0,224,0,7,0
wtbLast,0.0015192743764172352,1,0,,,,,,,,,0,,,,,,,,,10,117,0,224,0,7,0
wtbLast,0.0015419501133786865,1,0,,,,,,,,,0,,,,,,,,,11,106,0,224,0,7,0
wtbLast,0.0015419501133786865,1,0,,,,,,,,,0,,,,,,,,,12,90,0,224,0,7,0
wtbLast,0.0015646258503401378,1,0,,,,,,,,,0,,,,,,,,,13,71,0,224,0,7,0
wtbLast,0.0015646258503401378,1,0,,,,,,,,,0,,,,,,,,,14,49,0,224,0,7,0
wtbLast,0.001587301587301589,1,0,,,,,,,,,0,,,,,,,,,15,25,0,224,0,7,0
wtbLast,0.001587301587301589,1,0,,,,,,,,,0,,,,,,,,,16,0,0,224,0,7,0
wtbLast,0.0016099773242630403,1,0,,,,,,,,,0,,,,,,,,,17,231,0,224,0,7,0
wtbLast,0.0016099773242630403,1,0,,,,,,,,,0,,,,,,,,,18,207,0,224,0,7,0
wtbLast,0.0016326530612244916,1,0,,,,,,,,,0,,,,,,,,,19,185,0,224,0,7,0
wtbLast,0.0016553287981859429,1,0,,,,,,,,,0,,,,,,,,,20,166,0,224,0,7,0
wtbLast,0.0016553287981859429,1,0,,,,,,,,,0,,,,,,,,,21,150,0,224,0,7,0
wtbLast,0.0016780045351473941,1,0,,,,,,,,,0,,,,,,,,,22,139,0,224,0,7,0
wtbLast,0.0016780045351473941,1,0,,,,,,,,,0,,,,,,,,,23,131,0,224,0,7,0
wtbLast,0.0017006802721088454,1,0,,,,,,,,,0,,,,,,,,,24,128,0,224,0,7,0
wtbLast,0.0017006802721088454,1,0,,,,,,,,,0,,,,,,,,,25,131,0,224,0,7,0
wtbLast,0.0017233560090702967,1,0,,,,,,,,,0,,,,,,,,,26,139,0,224,0,7,0
wtbLast,0.0017233560090702967,1,0,,,,,,,,,0,,,,,,,,,27,150,0,224,0,7,0
wtbLast,0.001746031746031748,1,0,,,,,,,,,0,,,,,,,,,28,166,0,224,0,7,0
wtbLast,0.001746031746031748,1,0,,,,,,,,,0,,,,,,,,,29,185,0,224,0,7,0
wtbLast,0.0017687074829931993,1,0,,,,,,,,,0,,,,,,,,,30,207,0,224,0,7,0
wtbLast,0.0017687074829931993,1,0,,,,,,,,,0,,,,,,,,,31,231,0,224,0,7,0
enBit,0.0017913832199546505,1,0,,,,,,,,,1,,,,,,,,,31,231,0,224,0,7,31
enBit,0.0018594104308390044,1,0,,,,,,,,,0,,,,,,,,,31,231,0,224,0,7,0
enBit,0.002244897959183676,1,0,,,,,,,,,1,,,,,,,,,31,231,0,224,0,7,31
enBit,0.0022902494331065787,1,0,,,,,,,,,0,,,,,,,,,31,231,0,224,0,7,0
enBit,0.0026984126984127017,1,0,,,,,,,,,1,,,,,,,,,31,231,0,224,0,7,31
f1Ctrl,0.06360544217687074,1,4,,,,,,,,,1,,,,,,,,,31,231,0,236,0,7,31
f1Ctrl,0.13034013605442177,1,8,,,,,,,,,1,,,,,,,,,31,231,0,252,0,7,31
f1Ctrl,0.19696145124716552,1,12,,,,,,,,,1,,,,,,,,,31,231,0,8,0,7,31
f2Ctrl,0.19702947845804988,1,12,,,,,,,,,1,,,,,,,,,31,231,0,8,1,7,31
f1Ctrl,0.2638775510204081,1,16,,,,,,,,,1,,,,,,,,,31,231,0,24,1,7,31
f1Ctrl,0.33065759637188197,1,20,,,,,,,,,1,,,,,,,,,31,231,0,40,1,7,31
f1Ctrl,0.3973469387755101,1,24,,,,,,,,,1,,,,,,,,,31,231,0,60,1,7,31
f1Ctrl,0.4641043083900225,1,28,,,,,,,,,1,,,,,,,,,31,231,0,80,1,7,31
f1Ctrl,0.5308843537414966,1,32,,,,,,,,,1,,,,,,,,,31,231,0,100,1,7,31
f1Ctrl,0.5974603174603175,1,36,,,,,,,,,1,,,,,,,,,31,231,0,120,1,7,31
f1Ctrl,0.664716553287982,1,40,,,,,,,,,1,,,,,,,,,31,231,0,144,1,7,31
f1Ctrl,0.7311111111111112,1,44,,,,,,,,,1,,,,,,,,,31,231,0,168,1,7,31
f1Ctrl,0.7979591836734695,1,48,,,,,,,,,1,,,,,,,,,31,231,0,192,1,7,31
vCtrl,1.0660544217687082,1,64,,,,,,,,,1,,,,,,,,,31,231,0,192,1,8,31
vCtrl,1.3330612244897975,1,80,,,,,,,,,1,,,,,,,,,31,231,0,192,1,6,31
vCtrl,1.5325170068027234,1,92,,,,,,,,,1,,,,,,,,,31,231,0,192,1,4,31
f1Ctrl,1.6693877551020433,1,101,,,,,,,,,1,,,,,,,,,31,231,0,61,1,4,31
vCtrl,1.669863945578234,1,101,,,,,,,,,1,,,,,,,,,31,231,0,61,1,8,31
enBit,1.670158730158733,1,101,,,,,,,,,0,,,,,,,,,31,231,0,61,1,8,0
enBit,1.6705668934240394,1,101,,,,,,,,,1,,,,,,,,,31,231,0,61,1,8,31
enBit,1.6706122448979623,1,101,,,,,,,,,0,,,,,,,,,31,231,0,61,1,8,0
wtbNew,1.6706349206349238,1,101,,,,,,,,,0,,,,,,,,,0,0,0,61,1,8,0
wtbLast,1.6706349206349238,1,101,,,,,,,,,0,,,,,,,,,1,240,0,61,1,8,0
wtbLast,1.6706575963718853,1,101,,,,,,,,,0,,,,,,,,,2,224,0,61,1,8,0
wtbLast,1.6706575963718853,1,101,,,,,,,,,0,,,,,,,,,3,208,0,61,1,8,0
wtbLast,1.6706802721088467,1,101,,,,,,,,,0,,,,,,,,,4,192,0,61,1,8,0
wtbLast,1.6707029478458082,1,101,,,,,,,,,0,,,,,,,,,5,176,0,61,1,8,0
wtbLast,1.6707029478458082,1,101,,,,,,,,,0,,,,,,,,,6,160,0,61,1,8,0
wtbLast,1.6707256235827697,1,101,,,,,,,,,0,,,,,,,,,7,144,0,61,1,8,0
wtbLast,1.6707256235827697,1,101,,,,,,,,,0,,,,,,,,,8,128,0,61,1,8,0
wtbLast,1.6707482993197311,1,101,,,,,,,,,0,,,,,,,,,9,128,0,61,1,8,0
wtbLast,1.6707482993197311,1,101,,,,,,,,,0,,,,,,,,,10,128,0,61,1,8,0
wtbLast,1.6707709750566926,1,101,,,,,,,,,0,,,,,,,,,11,128,0,61,1,8,0
wtbLast,1.6707709750566926,1,101,,,,,,,,,0,,,,,,,,,12,128,0,61,1,8,0
wtbLast,1.670793650793654,1,101,,,,,,,,,0,,,,,,,,,13,128,0,61,1,8,0
wtbLast,1.670793650793654,1,101,,,,,,,,,0,,,,,,,,,14,128,0,61,1,8,0
wtbLast,1.6708163265306155,1,101,,,,,,,,,0,,,,,,,,,15,128,0,61,1,8,0
wtbLast,1.670839002267577,1,101,,,,,,,,,0,,,,,,,,,16,128,0,61,1,8,0
wtbLast,1.670839002267577,1,101,,,,,,,,,0,,,,,,,,,17,128,0,61,1,8,0
wtbLast,1.6708616780045384,1,101,,,,,,,,,0,,,,,,,,,18,128,0,61,1,8,0
wtbLast,1.6708616780045384,1,101,,,,,,,,,0,,,,,,,,,19,128,0,61,1,8,0
wtbLast,1.6708843537415,1,101,,,,,,,,,0,,,,,,,,,20,128,0,61,1,8,0
wtbLast,1.6708843537415,1,101,,,,,,,,,0,,,,,,,,,21,128,0,61,1,8,0
wtbLast,1.6709070294784614,1,101,,,,,,,,,0,,,,,,,,,22,128,0,61,1,8,0
wtbLast,1.6709070294784614,1,101,,,,,,,,,0,,,,,,,,,23,128,0,61,1,8,0
wtbLast,1.6709297052154228,1,101,,,,,,,,,0,,,,,,,,,24,127,0,61,1,8,0
wtbLast,1.6709297052154228,1,101,,,,,,,,,0,,,,,,,,,25,112,0,61,1,8,0
wtbLast,1.6709523809523843,1,101,,,,,,,,,0,,,,,,,,,26,96,0,61,1,8,0
wtbLast,1.6709523809523843,1,101,,,,,,,,,0,,,,,,,,,27,80,0,61,1,8,0
wtbLast,1.6709750566893458,1,101,,,,,,,,,0,,,,,,,,,28,64,0,61,1,8,0
wtbLast,1.6709977324263072,1,101,,,,,,,,,0,,,,,,,,,29,48,0,61,1,8,0
wtbLast,1.6709977324263072,1,101,,,,,,,,,0,,,,,,,,,30,32,0,61,1,8,0
wtbLast,1.6710204081632687,1,101,,,,,,,,,0,,,,,,,,,31,16,3,61,1,8,0
enBit,1.6710204081632687,1,101,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
enBit,1.671088435374153,1,101,,,,,,,,,0,,,,,,,,,31,16,3,61,1,8,0
enBit,1.6714965986394594,1,101,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
enBit,1.6715419501133824,1,101,,,,,,,,,0,,,,,,,,,31,16,3,61,1,8,0
enBit,1.6719501133786887,1,101,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
vCtrl,1.6815192743764211,1,101,,,,,,,,,1,,,,,,,,,31,16,3,61,1,9,31
vCtrl,1.6982086167800494,1,102,,,,,,,,,1,,,,,,,,,31,16,3,61,1,10,31
vCtrl,1.7149659863945619,1,103,,,,,,,,,1,,,,,,,,,31,16,3,61,1,11,31
vCtrl,1.7316099773242672,1,104,,,,,,,,,1,,,,,,,,,31,16,3,61,1,10,31
vCtrl,1.7482993197278953,1,105,,,,,,,,,1,,,,,,,,,31,16,3,61,1,9,31
vCtrl,1.7656235827664442,1,106,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
vCtrl,1.7817233560090746,1,107,,,,,,,,,1,,,,,,,,,31,16,3,61,1,7,31
vCtrl,1.7990929705215466,1,108,,,,,,,,,1,,,,,,,,,31,16,3,61,1,6,31
vCtrl,1.815782312925175,1,109,,,,,,,,,1,,,,,,,,,31,16,3,61,1,5,31
vCtrl,1.8320634920634968,1,110,,,,,,,,,1,,,,,,,,,31,16,3,61,1,4,31
vCtrl,1.848752834467125,1,111,,,,,,,,,1,,,,,,,,,31,16,3,61,1,3,31
vCtrl,2.232471655328809,1,134,,,,,,,,,1,,,,,,,,,31,16,3,61,1,2,31
vCtrl,2.2491609977324374,1,135,,,,,,,,,1,,,,,,,,,31,16,3,61,1,1,31
f1Ctrl,2.267210884353753,1,137,,,,,,,,,1,,,,,,,,,31,16,3,169,1,1,31
vCtrl,2.2676417233560207,1,137,,,,,,,,,1,,,,,,,,,31,16,3,169,1,8,31
vCtrl,2.282562358276656,1,137,,,,,,,,,1,,,,,,,,,31,16,3,169,1,9,31
vCtrl,2.2994104308390146,1,138,,,,,,,,,1,,,,,,,,,31,16,3,169,1,10,31
vCtrl,2.3161678004535275,1,139,,,,,,,,,1,,,,,,,,,31,16,3,169,1,11,31
vCtrl,2.3327210884353873,1,140,,,,,,,,,1,,,,,,,,,31,16,3,169,1,10,31
vCtrl,2.349410430839016,1,141,,,,,,,,,1,,,,,,,,,31,16,3,169,1,9,31
vCtrl,2.3666893424036424,1,143,,,,,,,,,1,,,,,,,,,31,16,3,169,1,8,31
vCtrl,2.382766439909312,1,143,,,,,,,,,1,,,,,,,,,31,16,3,169,1,7,31
vCtrl,2.3994557823129403,1,144,,,,,,,,,1,,,,,,,,,31,16,3,169,1,6,31
vCtrl,2.416145124716569,1,145,,,,,,,,,1,,,,,,,,,31,16,3,169,1,5,31
vCtrl,2.432811791383236,1,146,,,,,,,,,1,,,,,,,,,31,16,3,169,1,4,31
vCtrl,2.449523809523826,1,147,,,,,,,,,1,,,,,,,,,31,16,3,169,1,3,31
vCtrl,2.8332426303855147,1,170,,,,,,,,,1,,,,,,,,,31,16,3,169,1,2,31
vCtrl,2.8499319727891432,1,171,,,,,,,,,1,,,,,,,,,31,16,3,169,1,1,31
f1Ctrl,2.8679818594104587,1,173,,,,,,,,,1,,,,,,,,,31,16,3,61,1,1,31
vCtrl,2.868435374149688,1,173,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
vCtrl,2.8833333333333617,1,174,,,,,,,,,1,,,,,,,,,31,16,3,61,1,9,31
vCtrl,2.9000453514739517,1,175,,,,,,,,,1,,,,,,,,,31,16,3,61,1,10,31
vCtrl,2.9168027210884646,1,176,,,,,,,,,1,,,,,,,,,31,16,3,61,1,11,31
vCtrl,2.93344671201817,1,177,,,,,,,,,1,,,,,,,,,31,16,3,61,1,10,31
vCtrl,2.9501360544217987,1,178,,,,,,,,,1,,,,,,,,,31,16,3,61,1,9,31
vCtrl,2.967551020408194,1,179,,,,,,,,,1,,,,,,,,,31,16,3,61,1,8,31
vCtrl,2.9836281179138635,1,180,,,,,,,,,1,,,,,,,,,31,16,3,61,1,7,31
vCtrl,3.000226757369646,1,181,,,,,,,,,1,,,,,,,,,31,16,3,61,1,6,31
vCtrl,3.016938775510236,1,182,,,,,,,,,1,,,,,,,,,31,16,3,61,1,5,31
vCtrl,3.033605442176903,1,183,,,,,,,,,1,,,,,,,,,31,16,3,61,1,4,31
vCtrl,3.0502947845805317,1,184,,,,,,,,,1,,,,,,,,,31,16,3,61,1,3,31
vCtrl,3.4340136054422206,1,207,,,,,,,,,1,,,,,,,,,31,16,3,61,1,2,31
vCtrl,3.450702947845849,1,208,,,,,,,,,1,,,,,,,,,31,16,3,61,1,1,31
f1Ctrl,3.4692063492063934,1,209,,,,,,,,,1,,,,,,,,,31,16,3,237,1,1,31
f2Ctrl,3.4692743764172778,1,209,,,,,,,,,1,,,,,,,,,31,16,3,237,0,1,31
vCtrl,3.4696598639456226,1,209,,,,,,,,,1,,,,,,,,,31,16,3,237,0,8,31
vCtrl,3.4848979591837184,1,210,,,,,,,,,1,,,,,,,,,31,16,3,237,0,9,31
vCtrl,3.5011111111111566,1,211,,,,,,,,,1,,,,,,,,,31,16,3,237,0,10,31
vCtrl,3.5178684807256695,1,212,,,,,,,,,1,,,,,,,,,31,16,3,237,0,11,31
vCtrl,3.534512471655375,1,213,,,,,,,,,1,,,,,,,,,31,16,3,237,0,10,31
vCtrl,3.551269841269888,1,214,,,,,,,,,1,,,,,,,,,31,16,3,237,0,9,31
vCtrl,3.568526077097553,1,215,,,,,,,,,1,,,,,,,,,31,16,3,237,0,8,31
vCtrl,3.5846031746032225,1,216,,,,,,,,,1,,,,,,,,,31,16,3,237,0,7,31
vCtrl,3.6014739229025428,1,217,,,,,,,,,1,,,,,,,,,31,16,3,237,0,6,31
vCtrl,3.618208616780094,1,218,,,,,,,,,1,,,,,,,,,31,16,3,237,0,5,31
vCtrl,3.634761904761954,1,219,,,,,,,,,1,,,,,,,,,31,16,3,237,0,4,31
vCtrl,3.6514512471655824,1,220,,,,,,,,,1,,,,,,,,,31,16,3,237,0,3,31
vCtrl,4.03476190476196,1,243,,,,,,,,,1,,,,,,,,,31,16,3,237,0,2,31
vCtrl,4.051473922902549,1,244,,,,,,,,,1,,,,,,,,,31,16,3,237,0,1,31
f1Ctrl,4.069591836734748,1,245,,,,,,,,,1,,,,,,,,,31,16,3,179,0,1,31
vCtrl,4.070000000000054,1,245,,,,,,,,,1,,,,,,,,,31,16,3,179,0,8,31
vCtrl,4.084943310657649,1,246,,,,,,,,,1,,,,,,,,,31,16,3,179,0,9,31
vCtrl,4.101564625850392,1,247,,,,,,,,,1,,,,,,,,,31,16,3,179,0,10,31
vCtrl,4.118321995464903,1,248,,,,,,,,,1,,,,,,,,,31,16,3,179,0,11,31
vCtrl,4.135555555555605,1,249,,,,,,,,,1,,,,,,,,,31,16,3,179,0,10,31
vCtrl,4.151678004535196,1,250,,,,,,,,,1,,,,,,,,,31,16,3,179,0,9,31
vCtrl,4.1690022675737435,1,251,,,,,,,,,1,,,,,,,,,31,16,3,179,0,8,31
vCtrl,4.185079365079411,1,252,,,,,,,,,1,,,,,,,,,31,16,3,179,0,7,31
vCtrl,4.201768707483039,1,253,,,,,,,,,1,,,,,,,,,31,16,3,179,0,6,31
vCtrl,4.21852607709755,1,254,,,,,,,,,1,,,,,,,,,31,16,3,179,0,5,31
vCtrl,4.235124716553332,1,255,,,,,,,,,1,,,,,,,,,31,16,3,179,0,4,31
vCtrl,4.252222222222265,1,256,,,,,,,,,1,,,,,,,,,31,16,3,179,0,3,31
vCtrl,4.635147392290291,1,279,,,,,,,,,1,,,,,,,,,31,16,3,179,0,2,31
