#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtblIndex,f1Ctrl,f2Ctrl,vCtrl,enCtrl
vCtrl,4.651836734693918,1,280,,,,,,,,,1,,,,,,,,,31,16,3,179,0,1,31
f1Ctrl,4.670544217687114,1,281,,,,,,,,,1,,,,,,,,,31,16,3,133,0,1,31
vCtrl,4.67095238095242,1,281,,,,,,,,,1,,,,,,,,,31,16,3,133,0,8,31
vCtrl,4.685260770975095,1,282,,,,,,,,,1,,,,,,,,,31,16,3,133,0,9,31
vCtrl,4.7019501133787225,1,283,,,,,,,,,1,,,,,,,,,31,16,3,133,0,10,31
vCtrl,4.718707482993234,1,284,,,,,,,,,1,,,,,,,,,31,16,3,133,0,11,31
vCtrl,4.735351473922938,1,285,,,,,,,,,1,,,,,,,,,31,16,3,133,0,10,31
vCtrl,4.7520408163265655,1,286,,,,,,,,,1,,,,,,,,,31,16,3,133,0,9,31
vCtrl,4.7697732426304205,1,287,,,,,,,,,1,,,,,,,,,31,16,3,133,0,8,31
vCtrl,4.785442176870783,1,288,,,,,,,,,1,,,,,,,,,31,16,3,133,0,7,31
vCtrl,4.80213151927441,1,289,,,,,,,,,1,,,,,,,,,31,16,3,133,0,6,31
vCtrl,4.818866213151961,1,290,,,,,,,,,1,,,,,,,,,31,16,3,133,0,5,31
vCtrl,5.836666666666697,1,351,,,,,,,,,1,,,,,,,,,31,16,3,133,0,4,31
vCtrl,5.853333333333363,1,352,,,,,,,,,1,,,,,,,,,31,16,3,133,0,3,31
f1Ctrl,5.87002267573699,1,353,,,,,,,,,1,,,,,,,,,31,16,3,0,0,3,31
vCtrl,5.870453514739258,1,353,,,,,,,,,1,,,,,,,,,31,16,3,0,0,0,31
enBit,5.8706575963719105,1,353,,,,,,,,,0,,,,,,,,,31,16,3,0,0,0,0

f1Ctrl,0.00020408163265306107,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,0,0,0
f2Ctrl,0.0002494331065759636,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,0,0
vCtrl,0.0006802721088435379,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,10,0
enBit,0.0008616780045351481,2,0,,,,,,,,,1,,,,,,,,,0,0,0,224,5,10,31
enBit,0.000929705215419502,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,10,0
enBit,0.001337868480725625,2,0,,,,,,,,,1,,,,,,,,,0,0,0,224,5,10,31
enBit,0.0013832199546485275,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,10,0
enBit,0.0017913832199546505,2,0,,,,,,,,,1,,,,,,,,,0,0,0,224,5,10,31
enBit,0.0018594104308390044,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,10,0
wtbNew,0.0018594104308390044,2,0,,,,,,,,,0,,,,,,,,,0,0,0,224,5,10,0
wtbLast,0.0018594104308390044,2,0,,,,,,,,,0,,,,,,,,,1,64,0,224,5,10,0
wtbLast,0.0018820861678004557,2,0,,,,,,,,,0,,,,,,,,,2,127,0,224,5,10,0
wtbLast,0.001904761904761907,2,0,,,,,,,,,0,,,,,,,,,3,64,0,224,5,10,0
wtbLast,0.001904761904761907,2,0,,,,,,,,,0,,,,,,,,,4,1,0,224,5,10,0
wtbLast,0.0019274376417233582,2,0,,,,,,,,,0,,,,,,,,,5,192,0,224,5,10,0
wtbLast,0.0019274376417233582,2,0,,,,,,,,,0,,,,,,,,,6,129,0,224,5,10,0
wtbLast,0.0019501133786848095,2,0,,,,,,,,,0,,,,,,,,,7,192,0,224,5,10,0
wtbLast,0.0019501133786848095,2,0,,,,,,,,,0,,,,,,,,,8,1,0,224,5,10,0
wtbLast,0.0019727891156462608,2,0,,,,,,,,,0,,,,,,,,,9,64,0,224,5,10,0
wtbLast,0.0019727891156462608,2,0,,,,,,,,,0,,,,,,,,,10,127,0,224,5,10,0
wtbLast,0.001995464852607712,2,0,,,,,,,,,0,,,,,,,,,11,64,0,224,5,10,0
wtbLast,0.001995464852607712,2,0,,,,,,,,,0,,,,,,,,,12,1,0,224,5,10,0
wtbLast,0.0020181405895691633,2,0,,,,,,,,,0,,,,,,,,,13,192,0,224,5,10,0
wtbLast,0.0020181405895691633,2,0,,,,,,,,,0,,,,,,,,,14,1,0,224,5,10,0
wtbLast,0.0020408163265306146,2,0,,,,,,,,,0,,,,,,,,,15,64,0,224,5,10,0
wtbLast,0.002063492063492066,2,0,,,,,,,,,0,,,,,,,,,16,1,0,224,5,10,0
wtbLast,0.002063492063492066,2,0,,,,,,,,,0,,,,,,,,,17,224,0,224,5,10,0
wtbLast,0.002086167800453517,2,0,,,,,,,,,0,,,,,,,,,18,1,0,224,5,10,0
wtbLast,0.002086167800453517,2,0,,,,,,,,,0,,,,,,,,,19,32,0,224,5,10,0
wtbLast,0.0021088435374149684,2,0,,,,,,,,,0,,,,,,,,,20,1,0,224,5,10,0
wtbLast,0.0021088435374149684,2,0,,,,,,,,,0,,,,,,,,,21,240,0,224,5,10,0
wtbLast,0.0021315192743764197,2,0,,,,,,,,,0,,,,,,,,,22,1,0,224,5,10,0
wtbLast,0.0021315192743764197,2,0,,,,,,,,,0,,,,,,,,,23,16,0,224,5,10,0
wtbLast,0.002154195011337871,2,0,,,,,,,,,0,,,,,,,,,24,1,0,224,5,10,0
wtbLast,0.002154195011337871,2,0,,,,,,,,,0,,,,,,,,,25,255,0,224,5,10,0
wtbLast,0.0021768707482993223,2,0,,,,,,,,,0,,,,,,,,,26,255,0,224,5,10,0
wtbLast,0.0021995464852607735,2,0,,,,,,,,,0,,,,,,,,,27,255,0,224,5,10,0
wtbLast,0.0021995464852607735,2,0,,,,,,,,,0,,,,,,,,,28,255,0,224,5,10,0
wtbLast,0.002222222222222225,2,0,,,,,,,,,0,,,,,,,,,29,64,0,224,5,10,0
wtbLast,0.002222222222222225,2,0,,,,,,,,,0,,,,,,,,,30,64,0,224,5,10,0
wtbLast,0.002244897959183676,2,0,,,,,,,,,0,,,,,,,,,31,64,1,224,5,10,0
enBit,0.002244897959183676,2,0,,,,,,,,,1,,,,,,,,,31,64,1,224,5,10,31
enBit,0.0022902494331065787,2,0,,,,,,,,,0,,,,,,,,,31,64,1,224,5,10,0
enBit,0.0026984126984127017,2,0,,,,,,,,,1,,,,,,,,,31,64,1,224,5,10,31
f1Ctrl,0.16233560090702948,2,10,,,,,,,,,1,,,,,,,,,31,64,1,64,5,10,31
f1Ctrl,0.6648072562358278,2,40,,,,,,,,,1,,,,,,,,,31,64,1,224,5,10,31
f1Ctrl,0.82984126984127,2,50,,,,,,,,,1,,,,,,,,,31,64,1,64,5,10,31
vCtrl,0.9981179138321999,2,60,,,,,,,,,1,,,,,,,,,31,64,1,64,5,9,31
vCtrl,1.163968253968255,2,70,,,,,,,,,1,,,,,,,,,31,64,1,64,5,8,31
vCtrl,1.3331292517006819,2,80,,,,,,,,,1,,,,,,,,,31,64,1,64,5,7,31
vCtrl,1.497732426303857,2,90,,,,,,,,,1,,,,,,,,,31,64,1,64,5,6,31
f1Ctrl,1.6694784580498891,2,101,,,,,,,,,1,,,,,,,,,31,64,1,236,5,6,31
f2Ctrl,1.6695464852607735,2,101,,,,,,,,,1,,,,,,,,,31,64,1,236,0,6,31
vCtrl,1.6699319727891184,2,101,,,,,,,,,1,,,,,,,,,31,64,1,236,0,8,31
enBit,1.670158730158733,2,101,,,,,,,,,0,,,,,,,,,31,64,1,236,0,8,0
enBit,1.6705668934240394,2,101,,,,,,,,,1,,,,,,,,,31,64,1,236,0,8,31
enBit,1.6706122448979623,2,101,,,,,,,,,0,,,,,,,,,31,64,1,236,0,8,0
enBit,1.6710204081632687,2,101,,,,,,,,,1,,,,,,,,,31,64,1,236,0,8,31
enBit,1.671088435374153,2,101,,,,,,,,,0,,,,,,,,,31,64,1,236,0,8,0
wtbNew,1.671088435374153,2,101,,,,,,,,,0,,,,,,,,,0,0,1,236,0,8,0
wtbLast,1.6711111111111145,2,101,,,,,,,,,0,,,,,,,,,1,240,1,236,0,8,0
wtbLast,1.6711111111111145,2,101,,,,,,,,,0,,,,,,,,,2,224,1,236,0,8,0
wtbLast,1.671133786848076,2,101,,,,,,,,,0,,,,,,,,,3,208,1,236,0,8,0
wtbLast,1.671133786848076,2,101,,,,,,,,,0,,,,,,,,,4,192,1,236,0,8,0
wtbLast,1.6711564625850375,2,101,,,,,,,,,0,,,,,,,,,5,176,1,236,0,8,0
wtbLast,1.6711564625850375,2,101,,,,,,,,,0,,,,,,,,,6,160,1,236,0,8,0
wtbLast,1.671179138321999,2,101,,,,,,,,,0,,,,,,,,,7,144,1,236,0,8,0
wtbLast,1.671179138321999,2,101,,,,,,,,,0,,,,,,,,,8,128,1,236,0,8,0
wtbLast,1.6712018140589604,2,101,,,,,,,,,0,,,,,,,,,9,128,1,236,0,8,0
wtbLast,1.6712018140589604,2,101,,,,,,,,,0,,,,,,,,,10,128,1,236,0,8,0
wtbLast,1.6712244897959219,2,101,,,,,,,,,0,,,,,,,,,11,128,1,236,0,8,0
wtbLast,1.6712471655328833,2,101,,,,,,,,,0,,,,,,,,,12,128,1,236,0,8,0
wtbLast,1.6712471655328833,2,101,,,,,,,,,0,,,,,,,,,13,128,1,236,0,8,0
wtbLast,1.6712698412698448,2,101,,,,,,,,,0,,,,,,,,,14,128,1,236,0,8,0
wtbLast,1.6712698412698448,2,101,,,,,,,,,0,,,,,,,,,15,128,1,236,0,8,0
wtbLast,1.6712925170068063,2,101,,,,,,,,,0,,,,,,,,,16,128,1,236,0,8,0
wtbLast,1.6712925170068063,2,101,,,,,,,,,0,,,,,,,,,17,128,1,236,0,8,0
wtbLast,1.6713151927437677,2,101,,,,,,,,,0,,,,,,,,,18,128,1,236,0,8,0
wtbLast,1.6713151927437677,2,101,,,,,,,,,0,,,,,,,,,19,128,1,236,0,8,0
wtbLast,1.6713378684807292,2,101,,,,,,,,,0,,,,,,,,,20,128,1,236,0,8,0
wtbLast,1.6713378684807292,2,101,,,,,,,,,0,,,,,,,,,21,128,1,236,0,8,0
wtbLast,1.6713605442176906,2,101,,,,,,,,,0,,,,,,,,,22,128,1,236,0,8,0
wtbLast,1.671383219954652,2,101,,,,,,,,,0,,,,,,,,,23,128,1,236,0,8,0
wtbLast,1.671383219954652,2,101,,,,,,,,,0,,,,,,,,,24,127,1,236,0,8,0
wtbLast,1.6714058956916136,2,101,,,,,,,,,0,,,,,,,,,25,112,1,236,0,8,0
wtbLast,1.6714058956916136,2,101,,,,,,,,,0,,,,,,,,,26,96,1,236,0,8,0
wtbLast,1.671428571428575,2,101,,,,,,,,,0,,,,,,,,,27,80,1,236,0,8,0
wtbLast,1.671428571428575,2,101,,,,,,,,,0,,,,,,,,,28,64,1,236,0,8,0
wtbLast,1.6714512471655365,2,101,,,,,,,,,0,,,,,,,,,29,48,1,236,0,8,0
wtbLast,1.6714512471655365,2,101,,,,,,,,,0,,,,,,,,,30,32,1,236,0,8,0
wtbLast,1.671473922902498,2,101,,,,,,,,,0,,,,,,,,,31,16,3,236,0,8,0
enBit,1.6714965986394594,2,101,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
enBit,1.6715419501133824,2,101,,,,,,,,,0,,,,,,,,,31,16,3,236,0,8,0
enBit,1.6719501133786887,2,101,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.681564625850344,2,101,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,1.6982539682539723,2,102,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.7150340136054463,2,103,,,,,,,,,1,,,,,,,,,31,16,3,236,0,7,31
vCtrl,1.7316780045351516,2,104,,,,,,,,,1,,,,,,,,,31,16,3,236,0,6,31
vCtrl,1.7483673469387797,2,105,,,,,,,,,1,,,,,,,,,31,16,3,236,0,5,31
vCtrl,1.7656916099773285,2,106,,,,,,,,,1,,,,,,,,,31,16,3,236,0,4,31
vCtrl,1.7817687074829975,2,107,,,,,,,,,1,,,,,,,,,31,16,3,236,0,3,31
vCtrl,1.7991383219954695,2,108,,,,,,,,,1,,,,,,,,,31,16,3,236,0,2,31
vCtrl,1.8158503401360593,2,109,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
vCtrl,1.8321088435374198,2,110,,,,,,,,,1,,,,,,,,,31,16,3,236,0,0,31
vCtrl,1.8665759637188257,2,112,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.8821088435374198,2,113,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,1.898752834467125,2,114,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,1.915442176870753,2,115,,,,,,,,,1,,,,,,,,,31,16,3,236,0,7,31
vCtrl,1.9321088435374199,2,116,,,,,,,,,1,,,,,,,,,31,16,3,236,0,6,31
vCtrl,1.948798185941048,2,117,,,,,,,,,1,,,,,,,,,31,16,3,236,0,5,31
vCtrl,1.9662585034013655,2,118,,,,,,,,,1,,,,,,,,,31,16,3,236,0,4,31
vCtrl,1.9823356009070343,2,119,,,,,,,,,1,,,,,,,,,31,16,3,236,0,3,31
vCtrl,1.9988888888888934,2,120,,,,,,,,,1,,,,,,,,,31,16,3,236,0,2,31
vCtrl,2.015600907029483,2,121,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
vCtrl,2.4328798185941203,2,146,,,,,,,,,1,,,,,,,,,31,16,3,236,0,0,31
f1Ctrl,2.4670068027211056,2,149,,,,,,,,,1,,,,,,,,,31,16,3,60,0,0,31
f2Ctrl,2.46707482993199,2,149,,,,,,,,,1,,,,,,,,,31,16,3,60,1,0,31
vCtrl,2.467369614512489,2,149,,,,,,,,,1,,,,,,,,,31,16,3,60,1,8,31
vCtrl,2.482925170068045,2,149,,,,,,,,,1,,,,,,,,,31,16,3,60,1,9,31
vCtrl,2.4995238095238275,2,150,,,,,,,,,1,,,,,,,,,31,16,3,60,1,8,31
vCtrl,2.5162358276644174,2,151,,,,,,,,,1,,,,,,,,,31,16,3,60,1,7,31
vCtrl,2.532879818594123,2,152,,,,,,,,,1,,,,,,,,,31,16,3,60,1,6,31
vCtrl,2.5495691609977515,2,153,,,,,,,,,1,,,,,,,,,31,16,3,60,1,5,31
vCtrl,2.566893424036301,2,155,,,,,,,,,1,,,,,,,,,31,16,3,60,1,4,31
vCtrl,2.5829705215419705,2,155,,,,,,,,,1,,,,,,,,,31,16,3,60,1,3,31
vCtrl,2.599659863945599,2,156,,,,,,,,,1,,,,,,,,,31,16,3,60,1,2,31
vCtrl,2.616371882086189,2,157,,,,,,,,,1,,,,,,,,,31,16,3,60,1,1,31
vCtrl,3.033650793650826,2,183,,,,,,,,,1,,,,,,,,,31,16,3,60,1,0,31
f1Ctrl,3.067709750566927,2,185,,,,,,,,,1,,,,,,,,,31,16,3,236,1,0,31
f2Ctrl,3.06775510204085,2,185,,,,,,,,,1,,,,,,,,,31,16,3,236,0,0,31
vCtrl,3.068049886621349,2,185,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,3.083605442176905,2,186,,,,,,,,,1,,,,,,,,,31,16,3,236,0,9,31
vCtrl,3.1002947845805333,2,187,,,,,,,,,1,,,,,,,,,31,16,3,236,0,8,31
vCtrl,3.1170068027211233,2,188,,,,,,,,,1,,,,,,,,,31,16,3,236,0,7,31
vCtrl,3.1337414965986747,2,189,,,,,,,,,1,,,,,,,,,31,16,3,236,0,6,31
vCtrl,3.1504308390023033,2,190,,,,,,,,,1,,,,,,,,,31,16,3,236,0,5,31
vCtrl,3.167664399093007,2,191,,,,,,,,,1,,,,,,,,,31,16,3,236,0,4,31
vCtrl,3.1837414965986763,2,192,,,,,,,,,1,,,,,,,,,31,16,3,236,0,3,31
vCtrl,3.200430839002305,2,193,,,,,,,,,1,,,,,,,,,31,16,3,236,0,2,31
vCtrl,3.217142857142895,2,194,,,,,,,,,1,,,,,,,,,31,16,3,236,0,1,31
vCtrl,3.634807256235877,2,219,,,,,,,,,1,,,,,,,,,31,16,3,236,0,0,31
f1Ctrl,3.6688888888889393,2,221,,,,,,,,,1,,,,,,,,,31,16,3,178,0,0,31
vCtrl,3.6692063492063998,2,221,,,,,,,,,1,,,,,,,,,31,16,3,178,0,8,31
vCtrl,3.68482993197284,2,222,,,,,,,,,1,,,,,,,,,31,16,3,178,0,9,31
vCtrl,3.701451247165584,2,223,,,,,,,,,1,,,,,,,,,31,16,3,178,0,8,31
vCtrl,3.7181405895692126,2,224,,,,,,,,,1,,,,,,,,,31,16,3,178,0,7,31
vCtrl,3.735192743764224,2,225,,,,,,,,,1,,,,,,,,,31,16,3,178,0,6,31
vCtrl,3.7514965986395077,2,226,,,,,,,,,1,,,,,,,,,31,16,3,178,0,5,31
vCtrl,3.768820861678057,2,227,,,,,,,,,1,,,,,,,,,31,16,3,178,0,4,31
vCtrl,3.7850113378685335,2,228,,,,,,,,,1,,,,,,,,,31,16,3,178,0,3,31
vCtrl,3.80120181405901,2,229,,,,,,,,,1,,,,,,,,,31,16,3,178,0,2,31
vCtrl,3.8179591836735227,2,230,,,,,,,,,1,,,,,,,,,31,16,3,178,0,1,31
vCtrl,4.235192743764216,2,255,,,,,,,,,1,,,,,,,,,31,16,3,178,0,0,31
f1Ctrl,4.269206349206391,2,257,,,,,,,,,1,,,,,,,,,31,16,3,132,0,0,31
vCtrl,4.269523809523852,2,257,,,,,,,,,1,,,,,,,,,31,16,3,132,0,8,31
vCtrl,4.284784580498909,2,258,,,,,,,,,1,,,,,,,,,31,16,3,132,0,9,31
vCtrl,4.301473922902536,2,259,,,,,,,,,1,,,,,,,,,31,16,3,132,0,8,31
vCtrl,4.318163265306165,2,260,,,,,,,,,1,,,,,,,,,31,16,3,132,0,7,31
vCtrl,4.334829931972831,2,261,,,,,,,,,1,,,,,,,,,31,16,3,132,0,6,31
vCtrl,4.351519274376459,2,262,,,,,,,,,1,,,,,,,,,31,16,3,132,0,5,31
vCtrl,4.369092970521583,2,263,,,,,,,,,1,,,,,,,,,31,16,3,132,0,4,31
vCtrl,4.384920634920676,2,264,,,,,,,,,1,,,,,,,,,31,16,3,132,0,3,31
vCtrl,4.401609977324304,2,265,,,,,,,,,1,,,,,,,,,31,16,3,132,0,2,31
vCtrl,4.418299319727932,2,266,,,,,,,,,1,,,,,,,,,31,16,3,132,0,1,31
vCtrl,4.835442176870782,2,291,,,,,,,,,1,,,,,,,,,31,16,3,132,0,0,31
f1Ctrl,4.8690022675737294,2,293,,,,,,,,,1,,,,,,,,,31,16,3,100,0,0,31
vCtrl,4.869297052154228,2,293,,,,,,,,,1,,,,,,,,,31,16,3,100,0,8,31
vCtrl,4.8854195011338195,2,294,,,,,,,,,1,,,,,,,,,31,16,3,100,0,9,31
vCtrl,4.902108843537447,2,295,,,,,,,,,1,,,,,,,,,31,16,3,100,0,8,31
vCtrl,4.918798185941075,2,296,,,,,,,,,1,,,,,,,,,31,16,3,100,0,7,31
vCtrl,4.935487528344702,2,297,,,,,,,,,1,,,,,,,,,31,16,3,100,0,6,31
vCtrl,4.95217687074833,2,298,,,,,,,,,1,,,,,,,,,31,16,3,100,0,5,31
vCtrl,4.968866213151958,2,299,,,,,,,,,1,,,,,,,,,31,16,3,100,0,4,31
vCtrl,4.985555555555585,2,300,,,,,,,,,1,,,,,,,,,31,16,3,100,0,3,31
vCtrl,5.769886621315223,2,347,,,,,,,,,1,,,,,,,,,31,16,3,100,0,2,31
vCtrl,5.786575963718851,2,348,,,,,,,,,1,,,,,,,,,31,16,3,100,0,1,31
vCtrl,5.803310657596403,2,349,,,,,,,,,1,,,,,,,,,31,16,3,100,0,0,31
f1Ctrl,5.870113378684836,2,353,,,,,,,,,1,,,,,,,,,31,16,3,0,0,0,31
enBit,5.8706575963719105,2,353,,,,,,,,,0,,,,,,,,,31,16,3,0,0,0,0

f1Ctrl,0.00031746031746031746,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,0,0,0
f2Ctrl,0.0003854875283446713,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,0,0
vCtrl,0.0007256235827664405,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
enBit,0.0008616780045351481,3,0,,,,,,,,,1,,,,,,,,,0,0,0,81,1,7,31
enBit,0.000929705215419502,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
enBit,0.001337868480725625,3,0,,,,,,,,,1,,,,,,,,,0,0,0,81,1,7,31
enBit,0.0013832199546485275,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
enBit,0.0017913832199546505,3,0,,,,,,,,,1,,,,,,,,,0,0,0,81,1,7,31
enBit,0.0018594104308390044,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
enBit,0.002244897959183676,3,0,,,,,,,,,1,,,,,,,,,0,0,0,81,1,7,31
enBit,0.0022902494331065787,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
wtbNew,0.00231292517006803,3,0,,,,,,,,,0,,,,,,,,,0,0,0,81,1,7,0
wtbLast,0.00231292517006803,3,0,,,,,,,,,0,,,,,,,,,1,64,0,81,1,7,0
wtbLast,0.002335600907029481,3,0,,,,,,,,,0,,,,,,,,,2,127,0,81,1,7,0
wtbLast,0.002335600907029481,3,0,,,,,,,,,0,,,,,,,,,3,64,0,81,1,7,0
wtbLast,0.0023582766439909325,3,0,,,,,,,,,0,,,,,,,,,4,1,0,81,1,7,0
wtbLast,0.0023809523809523838,3,0,,,,,,,,,0,,,,,,,,,5,16,0,81,1,7,0
wtbLast,0.0023809523809523838,3,0,,,,,,,,,0,,,,,,,,,6,32,0,81,1,7,0
wtbLast,0.002403628117913835,3,0,,,,,,,,,0,,,,,,,,,7,45,0,81,1,7,0
wtbLast,0.002403628117913835,3,0,,,,,,,,,0,,,,,,,,,8,55,0,81,1,7,0
wtbLast,0.0024263038548752863,3,0,,,,,,,,,0,,,,,,,,,9,68,0,81,1,7,0
wtbLast,0.0024263038548752863,3,0,,,,,,,,,0,,,,,,,,,10,78,0,81,1,7,0
wtbLast,0.0024489795918367376,3,0,,,,,,,,,0,,,,,,,,,11,89,0,81,1,7,0
wtbLast,0.0024489795918367376,3,0,,,,,,,,,0,,,,,,,,,12,99,0,81,1,7,0
wtbLast,0.002471655328798189,3,0,,,,,,,,,0,,,,,,,,,13,108,0,81,1,7,0
wtbLast,0.002471655328798189,3,0,,,,,,,,,0,,,,,,,,,14,115,0,81,1,7,0
wtbLast,0.00249433106575964,3,0,,,,,,,,,0,,,,,,,,,15,120,0,81,1,7,0
wtbLast,0.0025170068027210914,3,0,,,,,,,,,0,,,,,,,,,16,124,0,81,1,7,0
wtbLast,0.0025170068027210914,3,0,,,,,,,,,0,,,,,,,,,17,127,0,81,1,7,0
wtbLast,0.0025396825396825427,3,0,,,,,,,,,0,,,,,,,,,18,124,0,81,1,7,0
wtbLast,0.0025396825396825427,3,0,,,,,,,,,0,,,,,,,,,19,120,0,81,1,7,0
wtbLast,0.002562358276643994,3,0,,,,,,,,,0,,,,,,,,,20,115,0,81,1,7,0
wtbLast,0.002562358276643994,3,0,,,,,,,,,0,,,,,,,,,21,108,0,81,1,7,0
wtbLast,0.0025850340136054453,3,0,,,,,,,,,0,,,,,,,,,22,89,0,81,1,7,0
wtbLast,0.0025850340136054453,3,0,,,,,,,,,0,,,,,,,,,23,78,0,81,1,7,0
wtbLast,0.0026077097505668966,3,0,,,,,,,,,0,,,,,,,,,24,68,0,81,1,7,0
wtbLast,0.0026077097505668966,3,0,,,,,,,,,0,,,,,,,,,25,55,0,81,1,7,0
wtbLast,0.002630385487528348,3,0,,,,,,,,,0,,,,,,,,,26,45,0,81,1,7,0
wtbLast,0.002630385487528348,3,0,,,,,,,,,0,,,,,,,,,27,32,0,81,1,7,0
wtbLast,0.002653061224489799,3,0,,,,,,,,,0,,,,,,,,,28,16,0,81,1,7,0
wtbLast,0.0026757369614512504,3,0,,,,,,,,,0,,,,,,,,,29,3,0,81,1,7,0
wtbLast,0.0026757369614512504,3,0,,,,,,,,,0,,,,,,,,,30,2,0,81,1,7,0
wtbLast,0.0026984126984127017,3,0,,,,,,,,,0,,,,,,,,,31,1,2,81,1,7,0
enBit,0.0026984126984127017,3,0,,,,,,,,,1,,,,,,,,,31,1,2,81,1,7,31
f1Ctrl,0.06378684807256235,3,4,,,,,,,,,1,,,,,,,,,31,1,2,193,1,7,31
f1Ctrl,0.13049886621315193,3,8,,,,,,,,,1,,,,,,,,,31,1,2,81,1,7,31
f1Ctrl,0.19716553287981858,3,12,,,,,,,,,1,,,,,,,,,31,1,2,41,1,7,31
f1Ctrl,0.26403628117913824,3,16,,,,,,,,,1,,,,,,,,,31,1,2,193,1,7,31
f1Ctrl,0.3308163265306121,3,20,,,,,,,,,1,,,,,,,,,31,1,2,41,1,7,31
f1Ctrl,0.3975283446712017,3,24,,,,,,,,,1,,,,,,,,,31,1,2,169,1,7,31
f2Ctrl,0.3975736961451246,3,24,,,,,,,,,1,,,,,,,,,31,1,2,169,0,7,31
f1Ctrl,0.4642857142857141,3,28,,,,,,,,,1,,,,,,,,,31,1,2,225,0,7,31
f1Ctrl,0.5310430839002267,3,32,,,,,,,,,1,,,,,,,,,31,1,2,169,0,7,31
f1Ctrl,0.5976190476190476,3,36,,,,,,,,,1,,,,,,,,,31,1,2,149,0,7,31
f1Ctrl,0.6648979591836737,3,40,,,,,,,,,1,,,,,,,,,31,1,2,225,0,7,31
f1Ctrl,0.7312698412698413,3,44,,,,,,,,,1,,,,,,,,,31,1,2,149,0,7,31
f1Ctrl,0.7981179138321997,3,48,,,,,,,,,1,,,,,,,,,31,1,2,225,0,7,31
f1Ctrl,0.8640589569161,3,52,,,,,,,,,1,,,,,,,,,31,1,2,169,0,7,31
f1Ctrl,0.9306802721088439,3,56,,,,,,,,,1,,,,,,,,,31,1,2,149,0,7,31
f1Ctrl,0.9978458049886625,3,60,,,,,,,,,1,,,,,,,,,31,1,2,113,0,7,31
f1Ctrl,1.0658049886621321,3,64,,,,,,,,,1,,,,,,,,,31,1,2,225,0,7,31
vCtrl,1.066145124716554,3,64,,,,,,,,,1,,,,,,,,,31,1,2,225,0,5,31
f1Ctrl,1.1310657596371891,3,68,,,,,,,,,1,,,,,,,,,31,1,2,169,0,5,31
f1Ctrl,1.197687074829933,3,72,,,,,,,,,1,,,,,,,,,31,1,2,149,0,5,31
f1Ctrl,1.2644444444444456,3,76,,,,,,,,,1,,,,,,,,,31,1,2,113,0,5,31
f1Ctrl,1.3328117913832214,3,80,,,,,,,,,1,,,,,,,,,31,1,2,225,0,5,31
vCtrl,1.3331972789115663,3,80,,,,,,,,,1,,,,,,,,,31,1,2,225,0,2,31
f1Ctrl,1.3980725623582784,3,84,,,,,,,,,1,,,,,,,,,31,1,2,169,0,2,31
f1Ctrl,1.4646938775510223,3,88,,,,,,,,,1,,,,,,,,,31,1,2,149,0,2,31
f1Ctrl,1.5322675736961473,3,92,,,,,,,,,1,,,,,,,,,31,1,2,113,0,2,31
f1Ctrl,1.6695918367346965,3,101,,,,,,,,,1,,,,,,,,,31,1,2,236,0,2,31
vCtrl,1.6700000000000028,3,101,,,,,,,,,1,,,,,,,,,31,1,2,236,0,8,31
enBit,1.670158730158733,3,101,,,,,,,,,0,,,,,,,,,31,1,2,236,0,8,0
enBit,1.6705668934240394,3,101,,,,,,,,,1,,,,,,,,,31,1,2,236,0,8,31
enBit,1.6706122448979623,3,101,,,,,,,,,0,,,,,,,,,31,1,2,236,0,8,0
enBit,1.6710204081632687,3,101,,,,,,,,,1,,,,,,,,,31,1,2,236,0,8,31
