#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,fCtrlA,fCtrlB,wNCtrl,vVCtrl,aVCtrl,envPCtrlL,envPCtrlM,envShape,ioParallel1,ioParallel2
aVC,3.4173015873016306,2,206,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,3.433990929705259,2,207,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,3.4506802721088876,2,208,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,3.4693197278912007,2,209,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,3.4693650793651236,2,209,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,3.469387755102085,2,209,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,3.484829931972834,2,210,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
wNC,3.4848979591837184,2,210,,,,,,,,,1,,,,,,,,,,,,64,13,31,184,10,11,0,0,0,0
aVC,3.501088435374195,2,211,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,9,11,0,0,0,0
aVC,3.517845804988708,2,212,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,8,11,0,0,0,0
aVC,3.5344897959184136,2,213,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,7,11,0,0,0,0
aVC,3.5512471655329265,2,214,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,6,11,0,0,0,0
fCA,3.568344671201861,2,215,,,,,,,,,1,,,,,,,,,,,,160,13,31,176,6,11,0,0,0,0
fCB,3.568390022675784,2,215,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,6,11,0,0,0,0
aVC,3.568435374149707,2,215,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,11,11,0,0,0,0
aVC,3.584580498866261,2,216,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,10,11,0,0,0,0
aVC,3.6014512471655813,2,217,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,9,11,0,0,0,0
aVC,3.61814058956921,2,218,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,8,11,0,0,0,0
wNC,3.618208616780094,2,218,,,,,,,,,1,,,,,,,,,,,,160,6,29,176,8,11,0,0,0,0
aVC,3.6346938775510695,2,219,,,,,,,,,1,,,,,,,,,,,,160,6,29,177,7,11,0,0,0,0
wNC,3.634761904761954,2,219,,,,,,,,,1,,,,,,,,,,,,160,6,26,177,7,11,0,0,0,0
aVC,3.651383219954698,2,220,,,,,,,,,1,,,,,,,,,,,,160,6,26,177,6,11,0,0,0,0
wNC,3.651473922902544,2,220,,,,,,,,,1,,,,,,,,,,,,160,6,23,177,6,11,0,0,0,0
fCA,3.668956916099823,2,221,,,,,,,,,1,,,,,,,,,,,,64,6,23,177,6,11,0,0,0,0
fCB,3.6689795918367847,2,221,,,,,,,,,1,,,,,,,,,,,,64,13,23,177,6,11,0,0,0,0
aVC,3.6690249433107076,2,221,,,,,,,,,1,,,,,,,,,,,,64,13,23,177,11,11,0,0,0,0
wNC,3.669092970521592,2,221,,,,,,,,,1,,,,,,,,,,,,64,13,19,177,11,11,0,0,0,0
aVC,3.684739229024994,2,222,,,,,,,,,1,,,,,,,,,,,,64,13,19,177,10,11,0,0,0,0
wNC,3.6848072562358785,2,222,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,10,11,0,0,0,0
aVC,3.701360544217738,2,223,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,9,11,0,0,0,0
wNC,3.7014285714286226,2,223,,,,,,,,,1,,,,,,,,,,,,64,13,12,177,9,11,0,0,0,0
aVC,3.718072562358328,2,224,,,,,,,,,1,,,,,,,,,,,,64,13,12,177,8,11,0,0,0,0
wNC,3.7181405895692126,2,224,,,,,,,,,1,,,,,,,,,,,,64,13,9,177,8,11,0,0,0,0
aVC,3.7351247165533397,2,225,,,,,,,,,1,,,,,,,,,,,,64,13,9,177,7,11,0,0,0,0
wNC,3.735192743764224,2,225,,,,,,,,,1,,,,,,,,,,,,64,13,6,177,7,11,0,0,0,0
aVC,3.7514285714286233,2,226,,,,,,,,,1,,,,,,,,,,,,64,13,6,177,6,11,0,0,0,0
wNC,3.7514965986395077,2,226,,,,,,,,,1,,,,,,,,,,,,64,13,3,177,6,11,0,0,0,0
fCA,3.768594104308442,2,227,,,,,,,,,1,,,,,,,,,,,,160,13,3,177,6,11,0,0,0,0
fCB,3.768639455782365,2,227,,,,,,,,,1,,,,,,,,,,,,160,6,3,177,6,11,0,0,0,0
aVC,3.768684807256288,2,227,,,,,,,,,1,,,,,,,,,,,,160,6,3,177,11,11,0,0,0,0
wNC,3.7687528344671724,2,227,,,,,,,,,1,,,,,,,,,,,,160,6,1,177,11,11,0,0,0,0
aVC,3.784943310657649,2,228,,,,,,,,,1,,,,,,,,,,,,160,6,1,177,10,11,0,0,0,0
wNC,3.7850113378685335,2,228,,,,,,,,,1,,,,,,,,,,,,160,6,4,177,10,11,0,0,0,0
aVC,3.801156462585087,2,229,,,,,,,,,1,,,,,,,,,,,,160,6,4,177,9,11,0,0,0,0
aVC,3.8179138321996,2,230,,,,,,,,,1,,,,,,,,,,,,160,6,4,177,8,11,0,0,0,0
aVC,3.8344671201814595,2,231,,,,,,,,,1,,,,,,,,,,,,160,6,4,177,7,11,0,0,0,0
aVC,3.851156462585088,2,232,,,,,,,,,1,,,,,,,,,,,,160,6,4,177,6,11,0,0,0,0
fCA,3.8687074829932513,2,233,,,,,,,,,1,,,,,,,,,,,,64,6,4,177,6,11,0,0,0,0
fCB,3.8687301587302128,2,233,,,,,,,,,1,,,,,,,,,,,,64,13,4,177,6,11,0,0,0,0
aVC,3.8687755102041357,2,233,,,,,,,,,1,,,,,,,,,,,,64,13,4,177,11,11,0,0,0,0
aVC,3.8845578231293065,2,234,,,,,,,,,1,,,,,,,,,,,,64,13,4,177,10,11,0,0,0,0
aVC,3.901609977324318,2,235,,,,,,,,,1,,,,,,,,,,,,64,13,4,177,9,11,0,0,0,0
wNC,3.9016780045352024,2,235,,,,,,,,,1,,,,,,,,,,,,64,13,7,177,9,11,0,0,0,0
aVC,3.9179591836735246,2,236,,,,,,,,,1,,,,,,,,,,,,64,13,7,177,8,11,0,0,0,0
aVC,3.93460317460323,2,237,,,,,,,,,1,,,,,,,,,,,,64,13,7,177,7,11,0,0,0,0
aVC,3.9513378684807816,2,238,,,,,,,,,1,,,,,,,,,,,,64,13,7,177,6,11,0,0,0,0
fCA,3.9684580498866775,2,239,,,,,,,,,1,,,,,,,,,,,,160,13,7,177,6,11,0,0,0,0
fCB,3.968480725623639,2,239,,,,,,,,,1,,,,,,,,,,,,160,6,7,177,6,11,0,0,0,0
aVC,3.968526077097562,2,239,,,,,,,,,1,,,,,,,,,,,,160,6,7,177,11,11,0,0,0,0
aVC,3.9846712018141157,2,240,,,,,,,,,1,,,,,,,,,,,,160,6,7,177,10,11,0,0,0,0
aVC,4.001746031746088,2,241,,,,,,,,,1,,,,,,,,,,,,160,6,7,177,9,11,0,0,0,0
aVC,4.018435374149716,2,242,,,,,,,,,1,,,,,,,,,,,,160,6,7,177,8,11,0,0,0,0
wNC,4.0185034013606,2,242,,,,,,,,,1,,,,,,,,,,,,160,6,11,177,8,11,0,0,0,0
aVC,4.034739229024998,2,243,,,,,,,,,1,,,,,,,,,,,,160,6,11,177,7,11,0,0,0,0
aVC,4.051451247165588,2,244,,,,,,,,,1,,,,,,,,,,,,160,6,11,177,6,11,0,0,0,0
fCA,4.069727891156517,2,245,,,,,,,,,1,,,,,,,,,,,,64,6,11,177,6,11,0,0,0,0
fCB,4.069750566893478,2,245,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,6,11,0,0,0,0
aVC,4.069795918367401,2,245,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,11,11,0,0,0,0
aVC,4.084920634920688,2,246,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,10,11,0,0,0,0
aVC,4.101541950113431,2,247,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,9,11,0,0,0,0
aVC,4.118299319727942,2,248,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,8,11,0,0,0,0
aVC,4.135487528344721,2,249,,,,,,,,,1,,,,,,,,,,,,64,13,11,177,7,11,0,0,0,0
wNC,4.135555555555605,2,249,,,,,,,,,1,,,,,,,,,,,,64,13,14,177,7,11,0,0,0,0
aVC,4.151655328798235,2,250,,,,,,,,,1,,,,,,,,,,,,64,13,14,177,6,11,0,0,0,0
fCA,4.168820861678052,2,251,,,,,,,,,1,,,,,,,,,,,,160,13,14,177,6,11,0,0,0,0
fCB,4.168866213151975,2,251,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,6,11,0,0,0,0
aVC,4.168911564625898,2,251,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,11,11,0,0,0,0
aVC,4.18505668934245,2,252,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,10,11,0,0,0,0
aVC,4.201746031746077,2,253,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,9,11,0,0,0,0
aVC,4.218503401360589,2,254,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,8,11,0,0,0,0
aVC,4.235102040816371,2,255,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,7,11,0,0,0,0
aVC,4.25215419501138,2,256,,,,,,,,,1,,,,,,,,,,,,160,6,14,177,6,11,0,0,0,0
wNC,4.252244897959226,2,256,,,,,,,,,1,,,,,,,,,,,,160,6,16,177,6,11,0,0,0,0
fCA,4.269297052154237,2,257,,,,,,,,,1,,,,,,,,,,,,64,6,16,177,6,11,0,0,0,0
fCB,4.26934240362816,2,257,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,6,11,0,0,0,0
aVC,4.269387755102083,2,257,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,11,11,0,0,0,0
aVC,4.284739229024986,2,258,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,10,11,0,0,0,0
aVC,4.301428571428613,2,259,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,9,11,0,0,0,0
aVC,4.318140589569203,2,260,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,8,11,0,0,0,0
aVC,4.3347845804989085,2,261,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,7,11,0,0,0,0
aVC,4.351473922902536,2,262,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,6,11,0,0,0,0
fCA,4.368911564625892,2,263,,,,,,,,,1,,,,,,,,,,,,160,13,16,179,6,11,0,0,0,0
fCB,4.3689569160998145,2,263,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,6,11,0,0,0,0
aVC,4.369002267573737,2,263,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,11,11,0,0,0,0
aVC,4.384875283446753,2,264,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,10,11,0,0,0,0
aVC,4.401564625850381,2,265,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,9,11,0,0,0,0
aVC,4.41827664399097,2,266,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,8,11,0,0,0,0
aVC,4.434875283446753,2,267,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,7,11,0,0,0,0
aVC,4.451564625850382,2,268,,,,,,,,,1,,,,,,,,,,,,160,6,16,179,6,11,0,0,0,0
fCA,4.468956916099815,2,269,,,,,,,,,1,,,,,,,,,,,,64,6,16,179,6,11,0,0,0,0
fCB,4.468979591836776,2,269,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,6,11,0,0,0,0
aVC,4.469024943310699,2,269,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,11,11,0,0,0,0
aVC,4.485034013605483,2,270,,,,,,,,,1,,,,,,,,,,,,64,13,16,179,10,11,0,0,0,0
aVC,4.5016099773243035,2,271,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,9,11,0,0,0,0
aVC,4.518321995464893,2,272,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,8,11,0,0,0,0
aVC,4.534965986394599,2,273,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,7,11,0,0,0,0
aVC,4.551655328798227,2,274,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,6,11,0,0,0,0
fCA,4.568820861678046,2,275,,,,,,,,,1,,,,,,,,,,,,160,13,16,187,6,11,0,0,0,0
fCB,4.568866213151969,2,275,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,6,11,0,0,0,0
aVC,4.568911564625892,2,275,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,11,11,0,0,0,0
aVC,4.585056689342445,2,276,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,10,11,0,0,0,0
aVC,4.601746031746074,2,277,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,9,11,0,0,0,0
aVC,4.618435374149702,2,278,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,8,11,0,0,0,0
aVC,4.63512471655333,2,279,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,7,11,0,0,0,0
aVC,4.6518140589569565,2,280,,,,,,,,,1,,,,,,,,,,,,160,6,16,187,6,11,0,0,0,0
fCA,4.670657596371922,2,281,,,,,,,,,1,,,,,,,,,,,,64,6,16,187,6,11,0,0,0,0
fCB,4.670702947845845,2,281,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,6,11,0,0,0,0
aVC,4.670748299319768,2,281,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,11,11,0,0,0,0
aVC,4.685215419501172,2,282,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,10,11,0,0,0,0
aVC,4.7019274376417615,2,283,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,9,11,0,0,0,0
aVC,4.718684807256273,2,284,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,8,11,0,0,0,0
aVC,4.735328798185977,2,285,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,7,11,0,0,0,0
aVC,4.752018140589604,2,286,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,6,11,0,0,0,0
aVC,4.7697505668934586,2,287,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,11,11,0,0,0,0
aVC,4.785419501133821,2,288,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,10,11,0,0,0,0
aVC,4.802108843537448,2,289,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,9,11,0,0,0,0
aVC,4.818820861678038,2,290,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,8,11,0,0,0,0
aVC,4.835396825396859,2,291,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,7,11,0,0,0,0
aVC,5.803242630385518,2,349,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,6,11,0,0,0,0
aVC,5.8199319727891465,2,350,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,5,11,0,0,0,0
aVC,5.836643990929736,2,351,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,4,11,0,0,0,0
aVC,5.853333333333363,2,352,,,,,,,,,1,,,,,,,,,,,,64,13,16,187,3,11,0,0,0,0
fCA,5.870158730158759,2,353,,,,,,,,,1,,,,,,,,,,,,0,13,16,187,3,11,0,0,0,0
fCB,5.870204081632682,2,353,,,,,,,,,1,,,,,,,,,,,,0,0,16,187,3,11,0,0,0,0
aVC,5.870249433106605,2,353,,,,,,,,,1,,,,,,,,,,,,0,0,16,187,0,11,0,0,0,0
mode,5.870430839002297,2,353,,,,,,,,,0,,,,,,,,,,,,0,0,16,191,0,11,0,0,0,0
