#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,fCtrlA,fCtrlB,wNCtrl,vVCtrl,aVCtrl,envPCtrlL,envPCtrlM,envShape,ioParallel1,ioParallel2,vDiff,oDiff,cnt
fCA,0.0,0,0,0,,0,,0,0,1,r,0,0,0,0,0,,,,,,,,0,0,0,187,0,11,0,0,0,0,0,0,1
fCB,0.0,0,0,0,,0,,0,0,1,r,0,0,0,0,0,,,,,,,,0,0,0,187,0,11,0,0,0,0,0,0,2
aVC,4.5351473922902495e-05,0,0,321,,0,,0,0,1,r,0,0,0,1,3,,,,,,,,0,0,0,187,0,11,0,0,0,0,321,3,1
fCA,5.3368934240362815,0,321,0,,0,,252,252,1,r,0,0,8,1,3,,,,,,,,252,0,0,187,0,11,0,0,0,0,-321,3,1
aVC,5.3369614512471655,0,321,0,,8,,252,252,1,r,0,0,0,2,3,,,,,,,,252,0,0,187,8,11,0,0,0,0,0,3,1
mode,5.337414965986395,0,321,1,,8,,252,252,4,a,1,0,1,2,0,,,,,,,,252,0,0,184,8,11,0,0,0,0,1,0,1
aVC,5.350566893424036,0,322,1,,9,,252,252,4,a,1,1,1,3,0,,,,,,,,252,0,0,184,9,11,0,0,0,0,0,0,2
aVC,5.367324263038547,0,323,1,,10,,252,252,4,a,1,1,0,4,1,,,,,,,,252,0,0,184,10,11,0,0,0,0,0,1,1
fCA,5.385895691609975,0,324,0,,10,,212,212,5,c,1,1,-2,4,0,,,,,,,,212,0,0,184,10,11,0,0,0,0,-1,0,1
aVC,5.385986394557821,0,324,1,,8,,212,212,5,c,1,1,1,5,0,,,,,,,,212,0,0,184,8,11,0,0,0,0,1,0,1
aVC,5.400453514739225,0,325,1,,9,,212,212,5,c,1,1,1,6,0,,,,,,,,212,0,0,184,9,11,0,0,0,0,0,0,2
aVC,5.417188208616776,0,326,1,,10,,212,212,5,c,1,1,1,7,0,,,,,,,,212,0,0,184,10,11,0,0,0,0,0,0,3
aVC,5.433877551020403,0,327,1,,11,,212,212,5,c,1,1,1,8,0,,,,,,,,212,0,0,184,11,11,0,0,0,0,0,0,4
aVC,5.450476190476186,0,328,1,,12,,212,212,5,c,1,1,1,9,0,,,,,,,,212,0,0,184,12,11,0,0,0,0,0,0,5
aVC,5.4672108843537375,0,329,1,,13,,212,212,5,c,1,1,-1,10,0,,,,,,,,212,0,0,184,13,11,0,0,0,0,0,0,1
aVC,5.483900226757366,0,330,15,,12,,212,212,5,c,1,1,-1,11,0,,,,,,,,212,0,0,184,12,11,0,0,0,0,14,0,1
aVC,5.734217687074826,0,345,15,,11,,212,212,5,c,1,1,-1,12,0,,,,,,,,212,0,0,184,11,11,0,0,0,0,0,0,2
aVC,5.984557823129247,0,360,15,,10,,212,212,5,c,1,1,-1,13,0,,,,,,,,212,0,0,184,10,11,0,0,0,0,0,0,3
aVC,6.234875283446707,0,375,15,,9,,212,212,5,c,1,1,-1,14,0,,,,,,,,212,0,0,184,9,11,0,0,0,0,0,0,4
aVC,6.485192743764166,0,390,15,,8,,212,212,5,c,1,1,-1,15,0,,,,,,,,212,0,0,184,8,11,0,0,0,0,0,0,5
aVC,6.735510204081626,0,405,15,,7,,212,212,5,c,1,1,-1,16,0,,,,,,,,212,0,0,184,7,11,0,0,0,0,0,0,6
aVC,6.9858276643990855,0,420,15,,6,,212,212,5,c,1,1,-1,17,0,,,,,,,,212,0,0,184,6,11,0,0,0,0,0,0,7
aVC,7.236167800453506,0,435,129,,5,,212,212,5,c,1,1,0,18,-1,,,,,,,,212,0,0,184,5,11,0,0,0,0,114,-1,1
fCA,9.390498866213145,0,564,0,,5,,252,252,4,a,1,1,3,18,0,,,,,,,,252,0,0,184,5,11,0,0,0,0,-129,0,1
aVC,9.39058956916099,0,564,1,,8,,252,252,4,a,1,1,1,19,0,,,,,,,,252,0,0,184,8,11,0,0,0,0,1,0,1
aVC,9.405419501133776,0,565,1,,9,,252,252,4,a,1,1,1,20,0,,,,,,,,252,0,0,184,9,11,0,0,0,0,0,0,2
aVC,9.422176870748286,0,566,1,,10,,252,252,4,a,1,1,0,21,0,,,,,,,,252,0,0,184,10,11,0,0,0,0,0,0,1
fCA,9.44068027210883,0,567,0,,10,,224,224,4,b,1,1,-2,21,0,,,,,,,,224,0,0,184,10,11,0,0,0,0,-1,0,1
aVC,9.440770975056676,0,567,1,,8,,224,224,4,b,1,1,1,22,0,,,,,,,,224,0,0,184,8,11,0,0,0,0,1,0,1
aVC,9.455306122448967,0,568,1,,9,,224,224,4,b,1,1,1,23,0,,,,,,,,224,0,0,184,9,11,0,0,0,0,0,0,2
aVC,9.472063492063478,0,569,1,,10,,224,224,4,b,1,1,1,24,0,,,,,,,,224,0,0,184,10,11,0,0,0,0,0,0,3
aVC,9.488752834467105,0,570,1,,11,,224,224,4,b,1,1,1,25,0,,,,,,,,224,0,0,184,11,11,0,0,0,0,0,0,4
aVC,9.505351473922886,0,571,1,,12,,224,224,4,b,1,1,1,26,0,,,,,,,,224,0,0,184,12,11,0,0,0,0,0,0,5
aVC,9.522063492063475,0,572,1,,13,,224,224,4,b,1,1,-1,27,0,,,,,,,,224,0,0,184,13,11,0,0,0,0,0,0,1
aVC,9.538752834467102,0,573,15,,12,,224,224,4,b,1,1,-1,28,0,,,,,,,,224,0,0,184,12,11,0,0,0,0,14,0,1
aVC,9.789092970521523,0,588,15,,11,,224,224,4,b,1,1,-1,29,0,,,,,,,,224,0,0,184,11,11,0,0,0,0,0,0,2
aVC,10.039410430838982,0,603,15,,10,,224,224,4,b,1,1,-1,30,0,,,,,,,,224,0,0,184,10,11,0,0,0,0,0,0,3
aVC,10.289727891156442,0,618,15,,9,,224,224,4,b,1,1,-1,31,0,,,,,,,,224,0,0,184,9,11,0,0,0,0,0,0,4
aVC,10.540045351473902,0,633,15,,8,,224,224,4,b,1,1,-1,32,0,,,,,,,,224,0,0,184,8,11,0,0,0,0,0,0,5
aVC,10.790362811791363,0,648,15,,7,,224,224,4,b,1,1,-1,33,0,,,,,,,,224,0,0,184,7,11,0,0,0,0,0,0,6
aVC,11.040702947845784,0,663,15,,6,,224,224,4,b,1,1,-1,34,0,,,,,,,,224,0,0,184,6,11,0,0,0,0,0,0,7
aVC,11.291020408163243,0,678,130,,5,,224,224,4,b,1,1,0,35,-2,,,,,,,,224,0,0,184,5,11,0,0,0,0,115,-2,1
fCB,13.4500453514739,0,808,0,,5,,1008,1008,2,a,1,1,3,35,0,,,,,,,,240,3,0,188,5,11,0,0,0,0,-130,0,1
aVC,13.450090702947822,0,808,0,,8,,1008,1008,2,a,1,1,0,36,0,,,,,,,,240,3,0,188,8,11,0,0,0,0,0,0,1
ePL,13.4504535147392,0,808,0,,8,,1008,1008,2,a,1,1,0,36,0,,,,,,,,240,3,0,188,8,0,0,0,0,0,0,0,2
evM,13.450498866213122,0,808,0,,8,,1008,1008,2,a,1,1,0,36,0,,,,,,,,240,3,0,188,8,0,3,0,0,0,0,0,3
evS,13.450544217687044,0,808,0,,8,,1008,1008,2,a,1,1,-1,36,0,,,,,,,,240,3,0,188,8,0,3,9,0,0,0,0,1
aVC,13.460612244897893,0,808,1,,7,,1008,1008,2,a,1,1,-1,37,0,,,,,,,,240,3,0,184,7,0,3,9,0,0,1,0,1
aVC,13.47730158730152,0,809,1,,6,,1008,1008,2,a,1,1,-1,38,0,,,,,,,,240,3,0,184,6,0,3,9,0,0,0,0,2
aVC,13.493990929705149,0,810,1,,5,,1008,1008,2,a,1,1,-1,39,0,,,,,,,,240,3,0,184,5,0,3,9,0,0,0,0,3
aVC,13.510362811791316,0,811,1,,4,,1008,1008,2,a,1,1,-1,40,0,,,,,,,,240,3,0,184,4,0,3,9,0,0,0,0,4
aVC,13.528208616779978,0,812,5,,3,,1008,1008,2,a,1,1,5,41,0,,,,,,,,240,3,0,186,3,0,3,9,0,0,4,0,1
aVC,13.613061224489728,0,817,0,,8,,1008,1008,2,a,1,1,0,42,0,,,,,,,,240,3,0,186,8,0,3,9,0,0,-5,0,1
wNC,13.613401360544149,0,817,2,,8,,1008,1008,2,a,1,1,-1,42,0,,,,,,,,240,3,20,186,8,0,3,9,0,0,2,0,1
aVC,13.643378684807187,0,819,0,,7,,1008,1008,2,a,1,1,0,43,0,,,,,,,,240,3,20,184,7,0,3,9,0,0,-2,0,1
wNC,13.643718820861608,0,819,1,,7,,1008,1008,2,a,1,1,-1,43,0,,,,,,,,240,3,16,184,7,0,3,9,0,0,1,0,1
aVC,13.659523809523739,0,820,1,,6,,1008,1008,2,a,1,1,-1,44,0,,,,,,,,240,3,16,170,6,0,3,9,0,0,0,0,2
aVC,13.67655328798179,0,821,1,,5,,1008,1008,2,a,1,1,-1,45,0,,,,,,,,240,3,16,170,5,0,3,9,0,0,0,0,3
aVC,13.69455782312918,0,822,1,,4,,1008,1008,2,a,1,1,0,46,0,,,,,,,,240,3,16,170,4,0,3,9,0,0,0,0,1
wNC,13.710408163265235,0,823,4,,4,,1008,1008,2,a,1,1,4,46,0,,,,,,,,240,3,6,170,4,0,3,9,0,0,3,0,1
aVC,13.7792517006802,0,827,0,,8,,1008,1008,2,a,1,1,0,47,0,,,,,,,,240,3,6,186,8,0,3,9,0,0,-4,0,1
wNC,13.779591836734621,0,827,1,,8,,1008,1008,2,a,1,1,1,47,0,,,,,,,,240,3,20,186,8,0,3,9,0,0,1,0,1
aVC,13.793310657596297,0,828,1,,9,,1008,1008,2,a,1,1,-1,48,0,,,,,,,,240,3,20,170,9,0,3,9,0,0,0,0,1
aVC,13.809637188208542,0,829,0,,8,,1008,1008,2,a,1,1,0,49,0,,,,,,,,240,3,20,184,8,0,3,9,0,0,-1,0,1
wNC,13.809977324262963,0,829,1,,8,,1008,1008,2,a,1,1,-1,49,0,,,,,,,,240,3,16,184,8,0,3,9,0,0,1,0,1
aVC,13.825804988662057,0,830,1,,7,,1008,1008,2,a,1,1,-1,50,0,,,,,,,,240,3,16,170,7,0,3,9,0,0,0,0,2
aVC,13.84256235827657,0,831,1,,6,,1008,1008,2,a,1,1,-1,51,0,,,,,,,,240,3,16,170,6,0,3,9,0,0,0,0,3
aVC,13.860680272108768,0,832,1,,5,,1008,1008,2,a,1,1,0,52,0,,,,,,,,240,3,16,170,5,0,3,9,0,0,0,0,1
wNC,13.87616780045344,0,833,4,,5,,1008,1008,2,a,1,1,3,52,0,,,,,,,,240,3,6,170,5,0,3,9,0,0,3,0,1
aVC,13.945034013605365,0,837,0,,8,,1008,1008,2,a,1,1,0,53,0,,,,,,,,240,3,6,186,8,0,3,9,0,0,-4,0,1
wNC,13.945374149659786,0,837,1,,8,,1008,1008,2,a,1,1,1,53,0,,,,,,,,240,3,20,186,8,0,3,9,0,0,1,0,1
aVC,13.959070294784501,0,838,1,,9,,1008,1008,2,a,1,1,1,54,0,,,,,,,,240,3,20,170,9,0,3,9,0,0,0,0,2
aVC,13.975850340135976,0,839,0,,10,,1008,1008,2,a,1,1,0,55,0,,,,,,,,240,3,20,184,10,0,3,9,0,0,-1,0,1
wNC,13.976190476190396,0,839,1,,10,,1008,1008,2,a,1,1,-1,55,0,,,,,,,,240,3,16,184,10,0,3,9,0,0,1,0,1
aVC,13.991995464852527,0,840,1,,9,,1008,1008,2,a,1,1,-1,56,0,,,,,,,,240,3,16,170,9,0,3,9,0,0,0,0,2
aVC,14.009024943310578,0,841,1,,8,,1008,1008,2,a,1,1,-1,57,0,,,,,,,,240,3,16,170,8,0,3,9,0,0,0,0,3
aVC,14.027029478457969,0,842,1,,7,,1008,1008,2,a,1,1,-1,58,0,,,,,,,,240,3,16,170,7,0,3,9,0,0,0,0,4
aVC,14.042585034013525,0,843,0,,6,,1008,1008,2,a,1,1,0,59,0,,,,,,,,240,3,16,170,6,0,3,9,0,0,-1,0,1
wNC,14.042925170067948,0,843,4,,6,,1008,1008,2,a,1,1,2,59,0,,,,,,,,240,3,6,170,6,0,3,9,0,0,4,0,1
aVC,14.11170068027203,0,847,1,,8,,1008,1008,2,a,1,1,1,60,0,,,,,,,,240,3,6,186,8,0,3,9,0,0,-3,0,1
aVC,14.125804988662052,0,848,0,,9,,1008,1008,2,a,1,1,0,61,0,,,,,,,,240,3,6,184,9,0,3,9,0,0,-1,0,1
wNC,14.126122448979512,0,848,0,,9,,1008,1008,2,a,1,1,0,61,0,,,,,,,,240,3,4,184,9,0,3,9,0,0,0,0,2
ePL,14.126190476190397,0,848,0,,9,,1008,1008,2,a,1,1,0,61,0,,,,,,,,240,3,4,184,9,184,3,9,0,0,0,0,3
evM,14.126235827664319,0,848,0,,9,,1008,1008,2,a,1,1,0,61,0,,,,,,,,240,3,4,184,9,184,0,9,0,0,0,0,4
evS,14.12628117913824,0,848,1,,9,,1008,1008,2,a,1,1,1,61,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,1,0,1
aVC,14.142131519274294,0,849,1,,10,,1008,1008,2,a,1,1,1,62,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.158843537414882,0,850,1,,11,,1008,1008,2,a,1,1,-1,63,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,1
aVC,14.175532879818508,0,851,1,,10,,1008,1008,2,a,1,1,-1,64,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.193877551020321,0,852,1,,9,,1008,1008,2,a,1,1,-1,65,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,3
aVC,14.20886621315184,0,853,1,,8,,1008,1008,2,a,1,1,-1,66,0,,,,,,,,240,3,4,170,8,184,0,10,0,0,0,0,4
aVC,14.225283446711929,0,854,3,,7,,1008,1008,2,a,1,1,1,67,0,,,,,,,,240,3,4,170,7,184,0,10,0,0,2,0,1
aVC,14.27809523809515,0,857,1,,8,,1008,1008,2,a,1,1,1,68,0,,,,,,,,240,3,4,186,8,184,0,10,0,0,-2,0,1
aVC,14.292312925169979,0,858,0,,9,,1008,1008,2,a,1,1,0,69,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,-1,0,1
evS,14.292789115646167,0,858,1,,9,,1008,1008,2,a,1,1,1,69,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,1,0,1
aVC,14.30863945578222,0,859,1,,10,,1008,1008,2,a,1,1,1,70,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.325374149659769,0,860,1,,11,,1008,1008,2,a,1,1,-1,71,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,1
aVC,14.342040816326435,0,861,1,,10,,1008,1008,2,a,1,1,-1,72,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.360408163265209,0,862,1,,9,,1008,1008,2,a,1,1,-1,73,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,3
aVC,14.375396825396727,0,863,1,,8,,1008,1008,2,a,1,1,-1,74,0,,,,,,,,240,3,4,170,8,184,0,10,0,0,0,0,4
aVC,14.391791383219855,0,864,3,,7,,1008,1008,2,a,1,1,1,75,0,,,,,,,,240,3,4,170,7,184,0,10,0,0,2,0,1
aVC,14.444716553287883,0,867,1,,8,,1008,1008,2,a,1,1,1,76,0,,,,,,,,240,3,4,186,8,184,0,10,0,0,-2,0,1
aVC,14.458820861677905,0,868,0,,9,,1008,1008,2,a,1,1,0,77,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,-1,0,1
evS,14.459297052154094,0,868,1,,9,,1008,1008,2,a,1,1,1,77,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,1,0,1
aVC,14.47517006802711,0,869,1,,10,,1008,1008,2,a,1,1,1,78,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.491859410430736,0,870,1,,11,,1008,1008,2,a,1,1,1,79,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,3
aVC,14.508571428571324,0,871,1,,12,,1008,1008,2,a,1,1,-1,80,0,,,,,,,,240,3,4,170,12,184,0,10,0,0,0,0,1
aVC,14.52696145124706,0,872,1,,11,,1008,1008,2,a,1,1,-1,81,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,2
aVC,14.541950113378578,0,873,1,,10,,1008,1008,2,a,1,1,-1,82,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,3
aVC,14.558321995464745,0,874,1,,9,,1008,1008,2,a,1,1,-1,83,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,4
aVC,14.574965986394451,0,875,3,,8,,1008,1008,2,a,1,1,1,84,0,,,,,,,,240,3,4,186,8,184,0,10,0,0,2,0,1
aVC,14.625510204081525,0,878,0,,9,,1008,1008,2,a,1,1,0,85,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,-3,0,1
evS,14.6257596371881,0,878,1,,9,,1008,1008,2,a,1,1,1,85,0,,,,,,,,240,3,4,184,9,184,0,10,0,0,1,0,1
aVC,14.641632653061116,0,879,1,,10,,1008,1008,2,a,1,1,1,86,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,14.658299319727782,0,880,1,,11,,1008,1008,2,a,1,1,1,87,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,3
aVC,14.67501133786837,0,881,1,,12,,1008,1008,2,a,1,1,-1,88,0,,,,,,,,240,3,4,170,12,184,0,10,0,0,0,0,1
aVC,14.693378684807143,0,882,1,,11,,1008,1008,2,a,1,1,-1,89,0,,,,,,,,240,3,4,170,11,184,0,10,0,0,0,0,2
aVC,14.708412698412586,0,883,1,,10,,1008,1008,2,a,1,1,-1,90,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,3
aVC,14.72476190476179,0,884,1,,9,,1008,1008,2,a,1,1,-1,91,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,4
aVC,14.741405895691496,0,885,2,,8,,1008,1008,2,a,1,1,4,92,0,,,,,,,,240,3,4,186,8,184,0,10,0,0,1,0,1
aVC,14.781700680271996,0,887,0,,12,,1008,1008,2,a,1,1,0,93,0,,,,,,,,240,3,4,186,12,184,0,10,0,0,-2,0,1
ePL,14.782040816326415,0,887,0,,12,,1008,1008,2,a,1,1,0,93,0,,,,,,,,240,3,4,186,12,0,0,10,0,0,0,0,2
evM,14.782086167800337,0,887,0,,12,,1008,1008,2,a,1,1,0,93,0,,,,,,,,240,3,4,186,12,0,3,10,0,0,0,0,3
evS,14.782131519274259,0,887,1,,12,,1008,1008,2,a,1,1,-1,93,0,,,,,,,,240,3,4,186,12,0,3,9,0,0,1,0,1
aVC,14.792063492063349,0,888,1,,11,,1008,1008,2,a,1,1,-1,94,0,,,,,,,,240,3,4,184,11,0,3,9,0,0,0,0,2
aVC,14.808752834466974,0,889,1,,10,,1008,1008,2,a,1,1,-1,95,0,,,,,,,,240,3,4,184,10,0,3,9,0,0,0,0,3
aVC,14.825328798185794,0,890,1,,9,,1008,1008,2,a,1,1,-1,96,0,,,,,,,,240,3,4,184,9,0,3,9,0,0,0,0,4
aVC,14.841700680271963,0,891,6,,8,,1008,1008,2,a,1,1,0,97,0,,,,,,,,240,3,4,184,8,0,3,9,0,0,5,0,1
wNC,14.942585034013458,0,897,27,,8,,1008,1008,2,a,1,1,-1,97,0,,,,,,,,240,3,0,186,8,0,3,9,0,0,21,0,1
aVC,15.391972789115487,0,924,1,,7,,1008,1008,2,a,1,1,-1,98,0,,,,,,,,240,3,0,186,7,0,3,9,0,0,-26,0,1
aVC,15.408390022675578,0,925,1,,6,,1008,1008,2,a,1,1,-1,99,0,,,,,,,,240,3,0,186,6,0,3,9,0,0,0,0,2
aVC,15.42482993197263,0,926,1,,5,,1008,1008,2,a,1,1,7,100,0,,,,,,,,240,3,0,186,5,0,3,9,0,0,0,0,1
aVC,15.442902494330907,0,927,1,,12,,1008,1008,2,a,1,1,-1,101,0,,,,,,,,240,3,0,186,12,0,3,9,0,0,0,0,1
aVC,15.458526077097344,0,928,0,,11,,1008,1008,2,a,1,1,0,102,0,,,,,,,,240,3,0,184,11,0,3,9,0,0,-1,0,1
wNC,15.458866213151765,0,928,0,,11,,1008,1008,2,a,1,1,0,102,0,,,,,,,,240,3,4,184,11,0,3,9,0,0,0,0,2
ePL,15.458911564625687,0,928,0,,11,,1008,1008,2,a,1,1,0,102,0,,,,,,,,240,3,4,184,11,184,3,9,0,0,0,0,3
evM,15.458979591836572,0,928,0,,11,,1008,1008,2,a,1,1,0,102,0,,,,,,,,240,3,4,184,11,184,0,9,0,0,0,0,4
evS,15.459024943310494,0,928,1,,11,,1008,1008,2,a,1,1,-1,102,0,,,,,,,,240,3,4,184,11,184,0,10,0,0,1,0,1
aVC,15.474875283446549,0,929,1,,10,,1008,1008,2,a,1,1,-1,103,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,15.491519274376254,0,930,1,,9,,1008,1008,2,a,1,1,-1,104,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,3
aVC,15.508231292516841,0,931,6,,8,,1008,1008,2,a,1,1,0,105,0,,,,,,,,240,3,4,170,8,184,0,10,0,0,5,0,1
wNC,15.608911564625684,0,937,27,,8,,1008,1008,2,a,1,1,-1,105,0,,,,,,,,240,3,0,186,8,184,0,10,0,0,21,0,1
aVC,16.058367346938613,0,964,1,,7,,1008,1008,2,a,1,1,-1,106,0,,,,,,,,240,3,0,186,7,184,0,10,0,0,-26,0,1
aVC,16.074784580498704,0,965,1,,6,,1008,1008,2,a,1,1,-1,107,0,,,,,,,,240,3,0,186,6,184,0,10,0,0,0,0,2
aVC,16.091224489795756,0,966,1,,5,,1008,1008,2,a,1,1,7,108,0,,,,,,,,240,3,0,186,5,184,0,10,0,0,0,0,1
aVC,16.109342403627956,0,967,0,,12,,1008,1008,2,a,1,1,0,109,0,,,,,,,,240,3,0,186,12,184,0,10,0,0,-1,0,1
ePL,16.109682539682375,0,967,0,,12,,1008,1008,2,a,1,1,0,109,0,,,,,,,,240,3,0,186,12,0,0,10,0,0,0,0,2
evM,16.109727891156297,0,967,0,,12,,1008,1008,2,a,1,1,0,109,0,,,,,,,,240,3,0,186,12,0,3,10,0,0,0,0,3
evS,16.10977324263022,0,967,1,,12,,1008,1008,2,a,1,1,-1,109,0,,,,,,,,240,3,0,186,12,0,3,9,0,0,1,0,1
aVC,16.12476190476174,0,968,1,,11,,1008,1008,2,a,1,1,-1,110,0,,,,,,,,240,3,0,184,11,0,3,9,0,0,0,0,2
aVC,16.141451247165367,0,969,1,,10,,1008,1008,2,a,1,1,-1,111,0,,,,,,,,240,3,0,184,10,0,3,9,0,0,0,0,3
aVC,16.158140589568994,0,970,1,,9,,1008,1008,2,a,1,1,-1,112,0,,,,,,,,240,3,0,184,9,0,3,9,0,0,0,0,4
aVC,16.17451247165516,0,971,6,,8,,1008,1008,2,a,1,1,0,113,0,,,,,,,,240,3,0,184,8,0,3,9,0,0,5,0,1
evS,16.2754875283445,0,977,27,,8,,1008,1008,2,a,1,1,-1,113,0,,,,,,,,240,3,0,186,8,0,3,9,0,0,21,0,1
aVC,16.72496598639438,0,1004,1,,7,,1008,1008,2,a,1,1,-1,114,0,,,,,,,,240,3,0,186,7,0,3,9,0,0,-26,0,1
aVC,16.74138321995447,0,1005,1,,6,,1008,1008,2,a,1,1,-1,115,0,,,,,,,,240,3,0,186,6,0,3,9,0,0,0,0,2
aVC,16.757823129251523,0,1006,1,,5,,1008,1008,2,a,1,1,7,116,0,,,,,,,,240,3,0,186,5,0,3,9,0,0,0,0,1
aVC,16.775646258503222,0,1007,1,,12,,1008,1008,2,a,1,1,-1,117,0,,,,,,,,240,3,0,186,12,0,3,9,0,0,0,0,1
aVC,16.791496598639277,0,1008,0,,11,,1008,1008,2,a,1,1,0,118,0,,,,,,,,240,3,0,184,11,0,3,9,0,0,-1,0,1
wNC,16.7918367346937,0,1008,0,,11,,1008,1008,2,a,1,1,0,118,0,,,,,,,,240,3,4,184,11,0,3,9,0,0,0,0,2
ePL,16.79188208616762,0,1008,0,,11,,1008,1008,2,a,1,1,0,118,0,,,,,,,,240,3,4,184,11,184,3,9,0,0,0,0,3
evM,16.791927437641544,0,1008,0,,11,,1008,1008,2,a,1,1,0,118,0,,,,,,,,240,3,4,184,11,184,0,9,0,0,0,0,4
evS,16.791972789115466,0,1008,1,,11,,1008,1008,2,a,1,1,-1,118,0,,,,,,,,240,3,4,184,11,184,0,10,0,0,1,0,1
aVC,16.80782312925152,0,1009,1,,10,,1008,1008,2,a,1,1,-1,119,0,,,,,,,,240,3,4,170,10,184,0,10,0,0,0,0,2
aVC,16.82451247165515,0,1010,1,,9,,1008,1008,2,a,1,1,-1,120,0,,,,,,,,240,3,4,170,9,184,0,10,0,0,0,0,3
aVC,16.841224489795742,0,1011,6,,8,,1008,1008,2,a,1,1,0,121,0,,,,,,,,240,3,4,170,8,184,0,10,0,0,5,0,1
wNC,16.941904761904585,0,1017,27,,8,,1008,1008,2,a,1,1,-1,121,0,,,,,,,,240,3,0,186,8,184,0,10,0,0,21,0,1
aVC,17.391587301587126,0,1044,1,,7,,1008,1008,2,a,1,1,-1,122,0,,,,,,,,240,3,0,170,7,184,0,10,0,0,-26,0,1
aVC,17.408004535147214,0,1045,1,,6,,1008,1008,2,a,1,1,-1,123,0,,,,,,,,240,3,0,170,6,184,0,10,0,0,0,0,2
aVC,17.424444444444266,0,1046,1,,5,,1008,1008,2,a,1,1,7,124,0,,,,,,,,240,3,0,170,5,184,0,10,0,0,0,0,1
aVC,17.443832199546307,0,1047,0,,12,,1008,1008,2,a,1,1,0,125,0,,,,,,,,240,3,0,170,12,184,0,10,0,0,-1,0,1
ePL,17.444195011337687,0,1047,0,,12,,1008,1008,2,a,1,1,0,125,0,,,,,,,,240,3,0,170,12,0,0,10,0,0,0,0,2
evM,17.44424036281161,0,1047,0,,12,,1008,1008,2,a,1,1,0,125,0,,,,,,,,240,3,0,170,12,0,3,10,0,0,0,0,3
evS,17.44428571428553,0,1047,1,,12,,1008,1008,2,a,1,1,-1,125,0,,,,,,,,240,3,0,170,12,0,3,9,0,0,1,0,1
aVC,17.45804988662113,0,1048,1,,11,,1008,1008,2,a,1,1,-1,126,0,,,,,,,,240,3,0,184,11,0,3,9,0,0,0,0,2
aVC,17.474761904761717,0,1049,1,,10,,1008,1008,2,a,1,1,-1,127,0,,,,,,,,240,3,0,184,10,0,3,9,0,0,0,0,3
aVC,17.491360544217496,0,1050,1,,9,,1008,1008,2,a,1,1,-1,128,0,,,,,,,,240,3,0,184,9,0,3,9,0,0,0,0,4
aVC,17.507732426303665,0,1051,33,,8,,1008,1008,2,a,1,1,-1,129,0,,,,,,,,240,3,0,184,8,0,3,9,0,0,32,0,1
aVC,18.05791383219935,0,1084,1,,7,,1008,1008,2,a,1,1,-1,130,0,,,,,,,,240,3,0,186,7,0,3,9,0,0,-32,0,1
aVC,18.074580498866016,0,1085,1,,6,,1008,1008,2,a,1,1,-1,131,0,,,,,,,,240,3,0,186,6,0,3,9,0,0,0,0,2
aVC,18.091020408163068,0,1086,1,,5,,1008,1008,2,a,1,1,7,132,0,,,,,,,,240,3,0,186,5,0,3,9,0,0,0,0,1
aVC,18.108843537414767,0,1087,1,,12,,1008,1008,2,a,1,1,-1,133,0,,,,,,,,240,3,0,186,12,0,3,9,0,0,0,0,1
aVC,18.124693877550822,0,1088,0,,11,,1008,1008,2,a,1,1,0,134,0,,,,,,,,240,3,0,184,11,0,3,9,0,0,-1,0,1
wNC,18.125034013605244,0,1088,0,,11,,1008,1008,2,a,1,1,0,134,0,,,,,,,,240,3,4,184,11,0,3,9,0,0,0,0,2
