
0,64,127,64,1,-65,-2,-65,1,64,127,64,1,-65,1,64,1,-97,1,32,1,-113,1,16,1,-128,-128,-128,-128,64,64,64
48,80,80,48,0,0,16,64,96,112,96,48,-113,-97,-97,0,32,32,16,-65,-33,-17,-33,-65,0,0,-81,-49,-49,-81,0,0
0,48,80,96,112,96,80,48,0,-81,-49,-33,-17,-33,-49,-81,0,64,96,112,96,64,0,-65,-33,-17,-33,-65,0,112,0,-17
0,-113,-97,-81,-65,-49,-33,-17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,127,112,96,80,64,48,32,16
-1,-9,-17,-25,-33,-49,-49,-57,-65,-73,-81,-89,-97,-105,-113,-121,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120
