#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,fCtrlA,fCtrlB,wNCtrl,vVCtrl,aVCtrl,envPCtrlL,envPCtrlM,envShape,ioParallel1,ioParallel2
fCB,3.9465079365079907,1,237,,,,,,,,,1,,,,,,,,,,,,0,6,7,177,12,11,0,0,0,0
fCB,3.963696145124771,1,238,,,,,,,,,1,,,,,,,,,,,,0,8,7,177,12,11,0,0,0,0
fCB,3.979841269841325,1,239,,,,,,,,,1,,,,,,,,,,,,0,9,7,177,12,11,0,0,0,0
fCB,3.9969160997732978,1,240,,,,,,,,,1,,,,,,,,,,,,0,3,7,177,12,11,0,0,0,0
aVC,3.9969614512472207,1,240,,,,,,,,,1,,,,,,,,,,,,0,3,7,177,10,11,0,0,0,0
fCA,4.013560090703003,1,241,,,,,,,,,1,,,,,,,,,,,,80,3,7,177,10,11,0,0,0,0
wNC,4.01383219954654,1,241,,,,,,,,,1,,,,,,,,,,,,80,3,11,177,10,11,0,0,0,0
fCA,4.029863945578286,1,242,,,,,,,,,1,,,,,,,,,,,,0,3,11,177,10,11,0,0,0,0
fCB,4.029909297052209,1,242,,,,,,,,,1,,,,,,,,,,,,0,4,11,177,10,11,0,0,0,0
fCA,4.046553287981913,1,243,,,,,,,,,1,,,,,,,,,,,,128,4,11,177,10,11,0,0,0,0
fCA,4.064920634920688,1,244,,,,,,,,,1,,,,,,,,,,,,0,4,11,177,10,11,0,0,0,0
fCB,4.064965986394611,1,244,,,,,,,,,1,,,,,,,,,,,,0,5,11,177,10,11,0,0,0,0
fCB,4.080068027210936,1,245,,,,,,,,,1,,,,,,,,,,,,0,6,11,177,10,11,0,0,0,0
fCB,4.0965079365079875,1,246,,,,,,,,,1,,,,,,,,,,,,0,8,11,177,10,11,0,0,0,0
fCB,4.113083900226807,1,247,,,,,,,,,1,,,,,,,,,,,,0,9,11,177,10,11,0,0,0,0
fCB,4.1301133786848565,1,248,,,,,,,,,1,,,,,,,,,,,,0,3,11,177,10,11,0,0,0,0
wNC,4.13034013605447,1,248,,,,,,,,,1,,,,,,,,,,,,0,3,14,177,10,11,0,0,0,0
fCA,4.146235827664447,1,249,,,,,,,,,1,,,,,,,,,,,,80,3,14,177,10,11,0,0,0,0
fCA,4.16349206349211,1,250,,,,,,,,,1,,,,,,,,,,,,0,3,14,177,10,11,0,0,0,0
fCB,4.163514739229071,1,250,,,,,,,,,1,,,,,,,,,,,,0,4,14,177,10,11,0,0,0,0
fCA,4.1796371882086625,1,251,,,,,,,,,1,,,,,,,,,,,,128,4,14,177,10,11,0,0,0,0
fCA,4.196326530612289,1,252,,,,,,,,,1,,,,,,,,,,,,0,4,14,177,10,11,0,0,0,0
fCB,4.196371882086212,1,252,,,,,,,,,1,,,,,,,,,,,,0,5,14,177,10,11,0,0,0,0
fCB,4.213106575963763,1,253,,,,,,,,,1,,,,,,,,,,,,0,6,14,177,10,11,0,0,0,0
fCB,4.229523809523853,1,254,,,,,,,,,1,,,,,,,,,,,,0,8,14,177,10,11,0,0,0,0
fCB,4.246417233560132,1,255,,,,,,,,,1,,,,,,,,,,,,0,9,14,177,10,11,0,0,0,0
wNC,4.246666666666708,1,255,,,,,,,,,1,,,,,,,,,,,,0,9,16,177,10,11,0,0,0,0
fCB,4.263628117913873,1,256,,,,,,,,,1,,,,,,,,,,,,0,0,16,177,10,11,0,0,0,0
aVC,4.263673469387796,1,256,,,,,,,,,1,,,,,,,,,,,,0,0,16,177,0,11,0,0,0,0
mode,4.263809523809565,1,256,,,,,,,,,0,,,,,,,,,,,,0,0,16,179,0,11,0,0,0,0

fCA,0.00022675736961451246,2,0,,,,,,,,,1,,,,,,,,,,,,80,0,0,187,0,11,0,0,0,0
fCB,0.0002494331065759637,2,0,,,,,,,,,1,,,,,,,,,,,,80,1,0,187,0,11,0,0,0,0
aVC,0.0002947845804988662,2,0,,,,,,,,,1,,,,,,,,,,,,80,1,0,187,10,11,0,0,0,0
fCA,0.06337868480725624,2,4,,,,,,,,,1,,,,,,,,,,,,192,1,0,187,10,11,0,0,0,0
fCA,0.12993197278911564,2,8,,,,,,,,,1,,,,,,,,,,,,80,1,0,187,10,11,0,0,0,0
fCA,0.1965532879818594,2,12,,,,,,,,,1,,,,,,,,,,,,40,1,0,187,10,11,0,0,0,0
fCA,0.263469387755102,2,16,,,,,,,,,1,,,,,,,,,,,,192,1,0,187,10,11,0,0,0,0
fCA,0.33024943310657584,2,20,,,,,,,,,1,,,,,,,,,,,,40,1,0,187,10,11,0,0,0,0
fCA,0.39693877551020396,2,24,,,,,,,,,1,,,,,,,,,,,,168,1,0,187,10,11,0,0,0,0
fCB,0.3969614512471654,2,24,,,,,,,,,1,,,,,,,,,,,,168,0,0,187,10,11,0,0,0,0
fCA,0.4635374149659862,2,28,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,10,11,0,0,0,0
fCA,0.5300680272108842,2,32,,,,,,,,,1,,,,,,,,,,,,168,0,0,187,10,11,0,0,0,0
fCA,0.596689342403628,2,36,,,,,,,,,1,,,,,,,,,,,,148,0,0,187,10,11,0,0,0,0
fCA,0.6639455782312925,2,40,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,10,11,0,0,0,0
fCA,0.7303401360544218,2,44,,,,,,,,,1,,,,,,,,,,,,148,0,0,187,10,11,0,0,0,0
fCA,0.7971882086167801,2,48,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,10,11,0,0,0,0
fCA,0.8631972789115647,2,52,,,,,,,,,1,,,,,,,,,,,,168,0,0,187,10,11,0,0,0,0
fCA,0.9298185941043086,2,56,,,,,,,,,1,,,,,,,,,,,,148,0,0,187,10,11,0,0,0,0
fCA,0.9969841269841272,2,60,,,,,,,,,1,,,,,,,,,,,,112,0,0,187,10,11,0,0,0,0
fCA,1.064716553287982,2,64,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,10,11,0,0,0,0
aVC,1.064807256235828,2,64,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,7,11,0,0,0,0
fCA,1.130022675736962,2,68,,,,,,,,,1,,,,,,,,,,,,168,0,0,187,7,11,0,0,0,0
fCA,1.196643990929706,2,72,,,,,,,,,1,,,,,,,,,,,,148,0,0,187,7,11,0,0,0,0
fCA,1.2634013605442185,2,76,,,,,,,,,1,,,,,,,,,,,,112,0,0,187,7,11,0,0,0,0
fCA,1.3317233560090713,2,80,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,7,11,0,0,0,0
aVC,1.3318140589569172,2,80,,,,,,,,,1,,,,,,,,,,,,224,0,0,187,5,11,0,0,0,0
fCA,1.3970294784580513,2,84,,,,,,,,,1,,,,,,,,,,,,168,0,0,187,5,11,0,0,0,0
fCA,1.4636507936507952,2,88,,,,,,,,,1,,,,,,,,,,,,148,0,0,187,5,11,0,0,0,0
fCA,1.5312244897959202,2,92,,,,,,,,,1,,,,,,,,,,,,112,0,0,187,5,11,0,0,0,0
fCA,1.6683219954648547,2,101,,,,,,,,,1,,,,,,,,,,,,64,0,0,187,5,11,0,0,0,0
fCB,1.6683673469387776,2,101,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,5,11,0,0,0,0
aVC,1.6684126984127006,2,101,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,11,11,0,0,0,0
aVC,1.680317460317464,2,101,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,10,11,0,0,0,0
aVC,1.6970068027210923,2,102,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,9,11,0,0,0,0
aVC,1.7137641723356047,2,103,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,8,11,0,0,0,0
aVC,1.7304308390022716,2,104,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,7,11,0,0,0,0
aVC,1.7471201814058996,2,105,,,,,,,,,1,,,,,,,,,,,,64,13,0,187,6,11,0,0,0,0
fCA,1.7642857142857182,2,106,,,,,,,,,1,,,,,,,,,,,,160,13,0,187,6,11,0,0,0,0
fCB,1.7643310657596412,2,106,,,,,,,,,1,,,,,,,,,,,,160,6,0,187,6,11,0,0,0,0
aVC,1.764376417233564,2,106,,,,,,,,,1,,,,,,,,,,,,160,6,0,187,11,11,0,0,0,0
aVC,1.7805215419501175,2,107,,,,,,,,,1,,,,,,,,,,,,160,6,0,187,10,11,0,0,0,0
aVC,1.7978911564625892,2,108,,,,,,,,,1,,,,,,,,,,,,160,6,0,187,9,11,0,0,0,0
aVC,1.8141723356009114,2,109,,,,,,,,,1,,,,,,,,,,,,160,6,0,185,8,11,0,0,0,0
aVC,1.8302494331065804,2,110,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,1.84696145124717,2,111,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,1.864603174603179,2,112,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,1.864648526077102,2,112,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,1.864693877551025,2,112,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,1.8802947845805034,2,113,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,1.8969387755102085,2,114,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,1.913650793650798,2,115,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,1.9301133786848117,2,116,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,1.9468027210884398,2,117,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,1.9641269841269886,2,118,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,1.96414965986395,2,118,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,1.964195011337873,2,118,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,1.9803401360544262,2,119,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,1.9968934240362854,2,120,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,2.013605442176875,2,121,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,2.030249433106581,2,122,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,2.0469387755102093,2,123,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,2.0642630385487584,2,124,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,2.0643083900226813,2,124,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,2.0643537414966042,2,124,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,2.0802947845805053,2,125,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,2.096984126984134,2,126,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,2.1136734693877623,2,127,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,2.1302947845805065,2,128,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,2.146984126984135,2,129,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,2.164058956916108,2,130,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,2.1640816326530694,2,130,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,2.1641269841269923,2,130,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,2.180294784580508,2,131,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,2.1969387755102137,2,132,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,2.213628117913842,2,133,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,2.2302947845805092,2,134,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,2.2469841269841377,2,135,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,2.265215419501145,2,136,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,2.2652380952381064,2,136,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,2.2652834467120293,2,136,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,2.2804081632653177,2,137,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,2.2970748299319848,2,138,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,2.3138321995464977,2,139,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,2.3303854875283574,2,140,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,2.347074829931986,2,141,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,2.364195011337882,2,142,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,2.3642403628118047,2,142,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,2.3642857142857276,2,142,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,2.380430839002282,2,143,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,2.3969387755102187,2,144,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,2.4136281179138472,2,145,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,2.4302947845805143,2,146,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,2.4470068027211043,2,147,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,2.464603174603191,2,148,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,2.464648526077114,2,148,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,2.4646938775510367,2,148,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,2.4803854875283617,2,149,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,2.4969841269841444,2,150,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,2.5136961451247344,2,151,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,2.53034013605444,2,152,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,2.5470294784580685,2,153,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,2.5641950113378873,2,154,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,2.5642403628118102,2,154,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,2.564285714285733,2,154,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,2.5804308390022874,2,155,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,2.597120181405916,2,156,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,2.613832199546506,2,157,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,2.6305215419501344,2,158,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,2.647210884353763,2,159,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,2.664489795918389,2,160,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,2.664535147392312,2,160,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,2.664580498866235,2,160,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,2.680521541950136,2,161,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,2.6972108843537645,2,162,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,2.7139229024943545,2,163,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,2.73056689342406,2,164,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,2.7472562358276886,2,165,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,2.7644217687075074,2,166,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,2.7644671201814304,2,166,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,2.7645124716553533,2,166,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,2.7806575963719076,2,167,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,2.7972562358276902,2,168,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,2.8139455782313187,2,169,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,2.8303628117914097,2,170,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,2.8470294784580767,2,171,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,2.865260770975084,2,172,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,2.8652834467120454,2,172,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,2.8653287981859683,2,172,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,2.880272108843565,2,173,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,2.8969614512471935,2,174,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,2.9137188208617064,2,175,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,2.9303854875283735,2,176,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,2.947074829932002,2,177,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,2.9643310657596667,2,178,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,2.9643764172335896,2,178,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,2.9644217687075125,2,178,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,2.9805668934240668,2,179,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,2.9971655328798494,2,180,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,3.013854875283478,2,181,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,3.030521541950145,2,182,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,3.047233560090735,2,183,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,3.064761904761937,2,184,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,3.0647845804988987,2,184,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,3.0648299319728216,2,184,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,3.0805215419501466,2,185,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,3.097210884353775,2,186,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,3.113922902494365,2,187,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,3.1306575963719165,2,188,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,3.147346938775545,2,189,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,3.164421768707518,2,190,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,3.164467120181441,2,190,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,3.164512471655364,2,190,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,3.180657596371918,2,191,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,3.1973469387755467,2,192,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,3.2140589569161366,2,193,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,3.2306575963719193,2,194,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,3.247346938775548,2,195,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,3.2647392290249813,2,196,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,3.2647619047619427,2,196,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,3.2648072562358657,2,196,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,3.2807482993197667,2,197,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
aVC,3.297528344671241,2,198,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,9,11,0,0,0,0
aVC,3.314240362811831,2,199,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,8,11,0,0,0,0
aVC,3.330793650793691,2,200,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,7,11,0,0,0,0
aVC,3.3474829931973193,2,201,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
fCA,3.364648526077138,2,202,,,,,,,,,1,,,,,,,,,,,,160,13,0,184,6,11,0,0,0,0
fCB,3.364693877551061,2,202,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
aVC,3.364739229024984,2,202,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,11,11,0,0,0,0
aVC,3.3808843537415383,2,203,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,10,11,0,0,0,0
aVC,3.397573696145167,2,204,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,9,11,0,0,0,0
aVC,3.4142630385487953,2,205,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,8,11,0,0,0,0
aVC,3.430952380952424,2,206,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,7,11,0,0,0,0
aVC,3.4476417233560523,2,207,,,,,,,,,1,,,,,,,,,,,,160,6,0,184,6,11,0,0,0,0
fCA,3.4662811791383654,2,208,,,,,,,,,1,,,,,,,,,,,,64,6,0,184,6,11,0,0,0,0
fCB,3.4663265306122883,2,208,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,6,11,0,0,0,0
aVC,3.46634920634925,2,208,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,11,11,0,0,0,0
aVC,3.4817913832199987,2,209,,,,,,,,,1,,,,,,,,,,,,64,13,0,184,10,11,0,0,0,0
wNC,3.481859410430883,2,209,,,,,,,,,1,,,,,,,,,,,,64,13,31,184,10,11,0,0,0,0
aVC,3.497868480725668,2,210,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,9,11,0,0,0,0
aVC,3.514625850340181,2,211,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,8,11,0,0,0,0
aVC,3.5312698412698866,2,212,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,7,11,0,0,0,0
aVC,3.547845804988708,2,213,,,,,,,,,1,,,,,,,,,,,,64,13,31,176,6,11,0,0,0,0
fCA,3.5649433106576423,2,214,,,,,,,,,1,,,,,,,,,,,,160,13,31,176,6,11,0,0,0,0
fCB,3.564988662131565,2,214,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,6,11,0,0,0,0
aVC,3.565034013605488,2,214,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,11,11,0,0,0,0
aVC,3.5809977324263507,2,215,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,10,11,0,0,0,0
aVC,3.597687074829979,2,216,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,9,11,0,0,0,0
aVC,3.6143764172336077,2,217,,,,,,,,,1,,,,,,,,,,,,160,6,31,176,8,11,0,0,0,0
wNC,3.614444444444492,2,217,,,,,,,,,1,,,,,,,,,,,,160,6,29,176,8,11,0,0,0,0
aVC,3.6307482993197757,2,218,,,,,,,,,1,,,,,,,,,,,,160,6,29,177,7,11,0,0,0,0
wNC,3.63081632653066,2,218,,,,,,,,,1,,,,,,,,,,,,160,6,26,177,7,11,0,0,0,0
aVC,3.6474376417234042,2,219,,,,,,,,,1,,,,,,,,,,,,160,6,26,177,6,11,0,0,0,0
wNC,3.64752834467125,2,219,,,,,,,,,1,,,,,,,,,,,,160,6,23,177,6,11,0,0,0,0
fCA,3.6650113378685294,2,220,,,,,,,,,1,,,,,,,,,,,,64,6,23,177,6,11,0,0,0,0
fCB,3.665034013605491,2,220,,,,,,,,,1,,,,,,,,,,,,64,13,23,177,6,11,0,0,0,0
aVC,3.665079365079414,2,220,,,,,,,,,1,,,,,,,,,,,,64,13,23,177,11,11,0,0,0,0
wNC,3.665147392290298,2,220,,,,,,,,,1,,,,,,,,,,,,64,13,19,177,11,11,0,0,0,0
aVC,3.6807936507937002,2,221,,,,,,,,,1,,,,,,,,,,,,64,13,19,177,10,11,0,0,0,0
wNC,3.6808616780045846,2,221,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,10,11,0,0,0,0
aVC,3.6974149659864444,2,222,,,,,,,,,1,,,,,,,,,,,,64,13,16,177,9,11,0,0,0,0
wNC,3.6974829931973288,2,222,,,,,,,,,1,,,,,,,,,,,,64,13,12,177,9,11,0,0,0,0
aVC,3.7139455782313426,2,223,,,,,,,,,1,,,,,,,,,,,,64,13,12,177,8,11,0,0,0,0
wNC,3.714013605442227,2,223,,,,,,,,,1,,,,,,,,,,,,64,13,9,177,8,11,0,0,0,0
aVC,3.730997732426354,2,224,,,,,,,,,1,,,,,,,,,,,,64,13,9,177,7,11,0,0,0,0
wNC,3.7310657596372385,2,224,,,,,,,,,1,,,,,,,,,,,,64,13,6,177,7,11,0,0,0,0
aVC,3.7473015873016378,2,225,,,,,,,,,1,,,,,,,,,,,,64,13,6,177,6,11,0,0,0,0
wNC,3.747369614512522,2,225,,,,,,,,,1,,,,,,,,,,,,64,13,3,177,6,11,0,0,0,0
fCA,3.7644671201814566,2,226,,,,,,,,,1,,,,,,,,,,,,160,13,3,177,6,11,0,0,0,0
fCB,3.7645124716553795,2,226,,,,,,,,,1,,,,,,,,,,,,160,6,3,177,6,11,0,0,0,0
aVC,3.7645578231293024,2,226,,,,,,,,,1,,,,,,,,,,,,160,6,3,177,11,11,0,0,0,0
