#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,f1Ctrl,f2Ctrl,vCtrl,enCtrl
f1Ctrl,0.0,0,0,0,0,0,0,235,0,1,r,0,0,0,0,0,{},{},{},{},0,0,0,235,0,0,0
f2Ctrl,0.0004535147392290248,0,0,0,0,3,0,2027,235,4,a+,0,0,0,1,0,{},{},{},{},0,0,0,235,7,3,0
enBit,0.0006802721088435374,0,0,0,0,3,0,2027,2027,1,a,1,0,0,2,0,{},{},{},{},0,0,0,235,7,3,3
enBit,0.0007482993197278912,0,0,0,0,3,3,2027,2027,1,a,0,0,0,2,0,{},{},{},{},0,0,0,235,7,3,0
enBit,0.0011564625850340143,0,0,0,0,3,3,2027,2027,1,a,1,0,0,2,0,{},{},{},{},31,8,0,235,7,3,3
enBit,0.0012244897959183682,0,0,0,0,3,3,2027,2027,1,a,0,0,0,2,0,{},{},{},{},31,8,0,235,7,3,0
enBit,0.0016326530612244907,0,0,0,0,3,3,2027,2027,1,a,1,0,0,2,0,{},{},{},{},31,8,0,235,7,3,3
enBit,0.0016780045351473933,0,0,0,0,3,3,2027,2027,1,a,0,0,0,2,0,{},{},{},{},31,8,0,235,7,3,0
enBit,0.0020861678004535163,0,0,0,0,3,3,2027,2027,1,a,1,0,0,2,0,{},{},{},{},31,8,0,235,7,3,3
enBit,0.002131519274376419,0,0,0,0,3,3,2027,2027,1,a,0,0,0,2,0,{},{},{},{},31,8,0,235,7,3,0
enBit,0.002539682539682542,0,0,16,0,3,3,2027,2027,1,a,1,0,1,2,0,{},{},{},{},31,8,0,235,7,3,3
vCtrl,0.2621768707482994,0,16,16,{},4,{},2027,2027,1,a,1,0,1,3,0,{},{},{},{},31,8,0,235,7,4,3
vCtrl,0.5297052154195013,0,32,16,{},5,{},2027,2027,1,a,1,0,1,4,0,{},{},{},{},31,8,0,235,7,5,3
vCtrl,0.796621315192744,0,48,16,{},6,{},2027,2027,1,a,1,0,1,5,0,{},{},{},{},31,8,0,235,7,6,7
vCtrl,1.0650793650793657,0,64,16,{},7,{},2027,2027,1,a,1,0,1,6,0,{},{},{},{},31,8,0,235,7,7,7
vCtrl,1.330158730158731,0,80,16,{},8,{},2027,2027,1,a,1,0,1,7,0,{},{},{},{},31,8,0,235,7,8,31
vCtrl,1.5971655328798193,0,96,16,{},9,{},2027,2027,1,a,1,0,1,8,0,{},{},{},{},31,8,0,235,7,9,31
vCtrl,1.8649206349206355,0,112,513,{},10,{},2027,2027,1,a,1,0,-1,9,0,{},{},{},{},31,8,0,235,7,10,31
vCtrl,10.40879818594102,0,625,180,{},9,{},2027,2027,1,a,1,0,0,10,0,{},{},{},{},31,8,0,235,7,9,31
enBit,13.411655328798162,0,805,3,805,9,3,2027,2027,1,a,0,0,0,10,4,{},{},{},{},31,8,0,235,7,9,28
f2Ctrl,13.451247165532846,0,808,0,3,2,9,126,2027,1,a,0,0,0,10,0,{},{},{},{},31,8,0,126,0,2,28
enBit,13.451541950113345,0,808,0,0,2,9,126,126,5,a,1,0,0,2,0,{},{},{},{},31,8,0,126,0,2,31
enBit,13.451632653061191,0,808,0,0,2,2,126,126,5,a,0,0,0,2,0,{},{},{},{},31,8,0,126,0,2,0
enBit,13.45204081632649,0,808,0,0,2,2,126,126,5,a,1,0,0,2,0,{},{},{},{},31,112,1,126,0,2,31
enBit,13.452086167800411,0,808,0,0,2,2,126,126,5,a,0,0,0,2,0,{},{},{},{},31,112,1,126,0,2,0
enBit,13.45249433106571,0,808,0,0,2,2,126,126,5,a,1,0,0,2,0,{},{},{},{},31,112,1,126,0,2,31
enBit,13.452539682539632,0,808,0,0,2,2,126,126,5,a,0,0,0,2,0,{},{},{},{},31,112,1,126,0,2,0
enBit,13.45294784580493,0,808,0,0,2,2,126,126,5,a,1,0,0,2,0,{},{},{},{},31,112,1,126,0,2,31
enBit,13.452993197278852,0,808,0,0,2,2,126,126,5,a,0,0,0,2,0,{},{},{},{},31,112,1,126,0,2,0
enBit,13.45340136054415,0,808,4,0,2,2,126,126,5,a,1,0,0,2,0,{},{},{},{},31,112,1,126,0,2,31
f1Ctrl,13.528526077097437,0,812,5,4,2,2,132,126,5,a,1,0,0,2,0,{},{},{},{},31,112,1,132,0,2,31
f1Ctrl,13.613242630385416,0,817,5,5,2,2,140,132,5,g+,1,1,0,1,0,{},{},{},{},31,112,1,140,0,2,31
f1Ctrl,13.694897959183601,0,822,5,5,2,2,148,140,5,g,1,1,0,1,0,{},{},{},{},31,112,1,148,0,2,31
f1Ctrl,13.779433106575889,0,827,5,5,2,2,158,148,5,f+,1,1,0,1,0,{},{},{},{},31,112,1,158,0,2,31
f1Ctrl,13.860770975056612,0,832,5,5,2,2,168,158,5,f,1,1,0,1,0,{},{},{},{},31,112,1,168,0,2,31
f1Ctrl,13.945215419501054,0,837,5,5,2,2,178,168,5,e,1,1,0,1,0,{},{},{},{},31,112,1,178,0,2,31
f1Ctrl,14.027346938775429,0,842,5,5,2,2,188,178,5,d+,1,1,0,1,0,{},{},{},{},31,112,1,188,0,2,31
f1Ctrl,14.111678004535065,0,847,5,5,2,2,200,188,5,d,1,1,0,1,0,{},{},{},{},31,112,1,200,0,2,31
f1Ctrl,14.19419501133778,0,852,5,5,2,2,212,200,5,c+,1,1,0,1,-1,{},{},{},{},31,112,1,212,0,2,31
f1Ctrl,14.278049886621224,0,857,5,5,2,2,224,212,5,c,1,1,0,1,-1,{},{},{},{},31,112,1,224,0,2,31
f1Ctrl,14.360725623582667,0,862,5,5,2,2,236,224,4,b,1,1,0,1,0,{},{},{},{},31,112,1,236,0,2,31
f1Ctrl,14.444671201813957,0,867,5,5,2,2,252,236,4,a+,1,1,0,1,0,{},{},{},{},31,112,1,252,0,2,31
f2Ctrl,14.5273469387754,0,872,5,5,2,2,264,252,4,a,1,1,0,1,0,{},{},{},{},31,112,1,8,1,2,31
f1Ctrl,14.61122448979581,0,877,5,5,2,2,280,264,4,g+,1,1,0,1,0,{},{},{},{},31,112,1,24,1,2,31
f1Ctrl,14.693696145124601,0,882,5,5,2,2,296,280,4,g,1,1,0,1,-1,{},{},{},{},31,112,1,40,1,2,31
f1Ctrl,14.782698412698291,0,887,0,5,8,2,448,296,4,f+,1,1,0,1,0,{},{},{},{},31,112,1,192,1,8,31
enBit,14.782698412698291,0,887,0,0,8,2,448,448,3,b,0,1,0,2,0,{},{},{},{},31,112,1,192,1,8,0
enBit,14.78310657596359,0,887,0,0,8,8,448,448,3,b,1,1,0,2,0,{},{},{},{},31,64,2,192,1,8,31
enBit,14.783174603174475,0,887,1,0,8,8,448,448,3,b,0,1,0,2,0,{},{},{},{},31,64,2,192,1,8,0
enBit,14.783582766439773,0,888,0,1,8,8,448,448,3,b,1,1,0,2,0,{},{},{},{},31,64,2,192,1,8,31
enBit,14.783628117913695,0,888,0,0,8,8,448,448,3,b,0,1,0,2,0,{},{},{},{},31,64,2,192,1,8,0
enBit,14.784036281178993,0,888,1,0,8,8,448,448,3,b,1,1,-1,2,0,{},{},{},{},31,64,2,192,1,8,31
vCtrl,14.80936507936493,0,889,3,{},7,{},448,448,3,b,1,1,-1,3,0,{},{},{},{},31,64,2,192,1,7,31
vCtrl,14.858843537414819,0,892,3,{},6,{},448,448,3,b,1,1,-1,4,0,{},{},{},{},31,64,2,192,1,6,31
vCtrl,14.908548752834319,0,895,3,{},5,{},448,448,3,b,1,1,-1,5,0,{},{},{},{},31,64,2,192,1,5,31
vCtrl,14.958662131519125,0,898,3,{},4,{},448,448,3,b,1,1,-1,6,0,{},{},{},{},31,64,2,192,1,4,31
vCtrl,15.008684807256087,0,901,1,{},3,{},448,448,3,b,1,1,0,7,0,{},{},{},{},31,64,2,192,1,3,31
enBit,15.026507936507787,0,902,0,14,3,8,448,448,3,b,0,1,0,7,0,{},{},{},{},31,64,2,192,1,3,0
enBit,15.026916099773086,0,902,2,0,3,3,448,448,3,b,1,1,-1,7,0,{},{},{},{},31,64,2,192,1,3,31
vCtrl,15.058956916099616,0,904,1,{},2,{},448,448,3,b,1,1,-1,8,0,{},{},{},{},31,64,2,192,1,2,31
vCtrl,15.075464852607551,0,905,1,{},1,{},448,448,3,b,1,1,-1,9,0,{},{},{},{},31,64,2,192,1,1,31
vCtrl,15.09215419501118,0,906,1,{},0,{},448,448,3,b,1,1,0,10,1,{},{},{},{},31,64,2,192,1,0,31
f1Ctrl,15.109931972788957,0,907,2,5,8,3,424,448,3,b,1,1,-1,10,0,{},{},{},{},31,64,2,168,1,8,31
vCtrl,15.142244897959023,0,909,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,64,2,168,1,7,31
vCtrl,15.192312925169906,0,912,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,64,2,168,1,6,31
vCtrl,15.24238095238079,0,915,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,64,2,168,1,5,31
vCtrl,15.292494331065598,0,918,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,64,2,168,1,4,31
vCtrl,15.34251700680256,0,921,3,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,64,2,168,1,3,31
vCtrl,15.39235827664383,0,924,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,64,2,168,1,2,31
vCtrl,15.40875283446696,0,925,1,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,64,2,168,1,1,31
vCtrl,15.425192743764011,0,926,1,{},0,{},424,424,4,c,1,1,0,10,0,{},{},{},{},31,64,2,168,1,0,31
f1Ctrl,15.443378684807094,0,927,2,20,8,0,376,424,4,c,1,1,-1,10,0,{},{},{},{},31,64,2,120,1,8,31
vCtrl,15.475487528344505,0,929,3,{},7,{},376,376,4,d,1,1,-1,3,0,{},{},{},{},31,64,2,120,1,7,31
vCtrl,15.525487528344502,0,932,3,{},6,{},376,376,4,d,1,1,-1,4,0,{},{},{},{},31,64,2,120,1,6,31
vCtrl,15.575215419500966,0,935,3,{},5,{},376,376,4,d,1,1,-1,5,0,{},{},{},{},31,64,2,120,1,5,31
vCtrl,15.625328798185773,0,938,3,{},4,{},376,376,4,d,1,1,-1,6,0,{},{},{},{},31,64,2,120,1,4,31
vCtrl,15.675351473922735,0,941,3,{},3,{},376,376,4,d,1,1,-1,7,0,{},{},{},{},31,64,2,120,1,3,31
vCtrl,15.72541950113362,0,944,1,{},2,{},376,376,4,d,1,1,-1,8,0,{},{},{},{},31,64,2,120,1,2,31
vCtrl,15.742063492063327,0,945,1,{},1,{},376,376,4,d,1,1,-1,9,0,{},{},{},{},31,64,2,120,1,1,31
vCtrl,15.758752834466955,0,946,1,{},0,{},376,376,4,d,1,1,0,10,0,{},{},{},{},31,64,2,120,1,0,31
f1Ctrl,15.77630385487512,0,947,2,20,8,0,336,376,4,d,1,1,-1,10,0,{},{},{},{},31,64,2,80,1,8,31
vCtrl,15.808820861677843,0,949,3,{},7,{},336,336,4,e,1,1,-1,3,0,{},{},{},{},31,64,2,80,1,7,31
vCtrl,15.858730158729996,0,952,3,{},6,{},336,336,4,e,1,1,-1,4,0,{},{},{},{},31,64,2,80,1,6,31
vCtrl,15.908775510203919,0,955,3,{},5,{},336,336,4,e,1,1,-1,5,0,{},{},{},{},31,64,2,80,1,5,31
vCtrl,15.958888888888726,0,958,3,{},4,{},336,336,4,e,1,1,-1,6,0,{},{},{},{},31,64,2,80,1,4,31
vCtrl,16.00893424036265,0,961,23,{},3,{},336,336,4,e,1,1,-1,7,0,{},{},{},{},31,64,2,80,1,3,31
vCtrl,16.39179138321978,0,984,1,{},2,{},336,336,4,e,1,1,-1,8,0,{},{},{},{},31,64,2,80,1,2,31
vCtrl,16.408480725623406,0,985,1,{},1,{},336,336,4,e,1,1,-1,9,0,{},{},{},{},31,64,2,80,1,1,31
vCtrl,16.425170068027032,0,986,1,{},0,{},336,336,4,e,1,1,0,10,0,{},{},{},{},31,64,2,80,1,0,31
f1Ctrl,16.442834467120004,0,987,2,40,8,0,424,336,4,e,1,1,-1,10,0,{},{},{},{},31,64,2,168,1,8,31
vCtrl,16.47526077097488,0,989,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,64,2,168,1,7,31
vCtrl,16.525328798185765,0,992,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,64,2,168,1,6,31
vCtrl,16.575374149659687,0,995,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,64,2,168,1,5,31
vCtrl,16.625487528344493,0,998,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,64,2,168,1,4,31
vCtrl,16.675510204081455,0,1001,23,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,64,2,168,1,3,31
vCtrl,17.05839002267556,0,1024,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,64,2,168,1,2,31
vCtrl,17.075056689342226,0,1025,1,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,64,2,168,1,1,31
vCtrl,17.091768707482814,0,1026,1,{},0,{},424,424,4,c,1,1,0,10,0,{},{},{},{},31,64,2,168,1,0,31
f1Ctrl,17.109433106575786,0,1027,2,40,8,0,336,424,4,c,1,1,-1,10,0,{},{},{},{},31,64,2,80,1,8,31
vCtrl,17.1418367346937,0,1029,3,{},7,{},336,336,4,e,1,1,-1,3,0,{},{},{},{},31,64,2,80,1,7,31
vCtrl,17.191904761904585,0,1032,3,{},6,{},336,336,4,e,1,1,-1,4,0,{},{},{},{},31,64,2,80,1,6,31
vCtrl,17.24197278911547,0,1035,3,{},5,{},336,336,4,e,1,1,-1,5,0,{},{},{},{},31,64,2,80,1,5,31
vCtrl,17.292086167800274,0,1038,3,{},4,{},336,336,4,e,1,1,-1,6,0,{},{},{},{},31,64,2,80,1,4,31
vCtrl,17.342108843537236,0,1041,23,{},3,{},336,336,4,e,1,1,-1,7,0,{},{},{},{},31,64,2,80,1,3,31
vCtrl,17.72487528344652,0,1064,1,{},2,{},336,336,4,e,1,1,-1,8,0,{},{},{},{},31,64,2,80,1,2,31
vCtrl,17.741428571428376,0,1065,1,{},1,{},336,336,4,e,1,1,-1,9,0,{},{},{},{},31,64,2,80,1,1,31
vCtrl,17.758117913832002,0,1066,1,{},0,{},336,336,4,e,1,1,0,10,0,{},{},{},{},31,64,2,80,1,0,31
f1Ctrl,17.775804988661935,0,1067,2,40,8,0,376,336,4,e,1,1,-1,10,0,{},{},{},{},31,64,2,120,1,8,31
vCtrl,17.80820861677985,0,1069,3,{},7,{},376,376,4,d,1,1,-1,3,0,{},{},{},{},31,64,2,120,1,7,31
vCtrl,17.858276643990735,0,1072,3,{},6,{},376,376,4,d,1,1,-1,4,0,{},{},{},{},31,64,2,120,1,6,31
vCtrl,17.90834467120162,0,1075,3,{},5,{},376,376,4,d,1,1,-1,5,0,{},{},{},{},31,64,2,120,1,5,31
vCtrl,17.958458049886428,0,1078,3,{},4,{},376,376,4,d,1,1,-1,6,0,{},{},{},{},31,64,2,120,1,4,31
vCtrl,18.008480725623386,0,1081,23,{},3,{},376,376,4,d,1,1,-1,7,0,{},{},{},{},31,64,2,120,1,3,31
vCtrl,18.391587301587105,0,1104,1,{},2,{},376,376,4,d,1,1,-1,8,0,{},{},{},{},31,64,2,120,1,2,31
vCtrl,18.40827664399073,0,1105,1,{},1,{},376,376,4,d,1,1,-1,9,0,{},{},{},{},31,64,2,120,1,1,31
vCtrl,18.42496598639436,0,1106,1,{},0,{},376,376,4,d,1,1,0,10,-1,{},{},{},{},31,64,2,120,1,0,31
f1Ctrl,18.44251700680252,0,1107,2,40,8,0,448,376,4,d,1,1,-1,10,0,{},{},{},{},31,64,2,192,1,8,31
vCtrl,18.475034013605242,0,1109,3,{},7,{},448,448,3,b,1,1,-1,3,0,{},{},{},{},31,64,2,192,1,7,31
vCtrl,18.52492063492043,0,1112,3,{},6,{},448,448,3,b,1,1,-1,4,0,{},{},{},{},31,64,2,192,1,6,31
vCtrl,18.574988662131314,0,1115,3,{},5,{},448,448,3,b,1,1,-1,5,0,{},{},{},{},31,64,2,192,1,5,31
vCtrl,18.62510204081612,0,1118,3,{},4,{},448,448,3,b,1,1,-1,6,0,{},{},{},{},31,64,2,192,1,4,31
vCtrl,18.675124716553082,0,1121,23,{},3,{},448,448,3,b,1,1,-1,7,0,{},{},{},{},31,64,2,192,1,3,31
vCtrl,19.05798185941021,0,1144,1,{},2,{},448,448,3,b,1,1,-1,8,0,{},{},{},{},31,64,2,192,1,2,31
vCtrl,19.074671201813835,0,1145,1,{},1,{},448,448,3,b,1,1,-1,9,0,{},{},{},{},31,64,2,192,1,1,31
vCtrl,19.091360544217462,0,1146,1,{},0,{},448,448,3,b,1,1,0,10,1,{},{},{},{},31,64,2,192,1,0,31
f1Ctrl,19.109092970521317,0,1147,2,40,8,0,424,448,3,b,1,1,-1,10,0,{},{},{},{},31,64,2,168,1,8,31
vCtrl,19.14145124716531,0,1149,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,64,2,168,1,7,31
vCtrl,19.191519274376194,0,1152,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,64,2,168,1,6,31
vCtrl,19.241587301587078,0,1155,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,64,2,168,1,5,31
vCtrl,19.291700680271884,0,1158,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,64,2,168,1,4,31
vCtrl,19.341723356008846,0,1161,23,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,64,2,168,1,3,31
vCtrl,19.724603174602947,0,1184,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,64,2,168,1,2,31
vCtrl,19.74129251700657,0,1185,1,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,64,2,168,1,1,31
vCtrl,19.757981859410194,0,1186,1,{},0,{},424,424,4,c,1,1,0,10,0,{},{},{},{},31,64,2,168,1,0,31
f1Ctrl,19.77598639455758,0,1187,2,40,8,0,376,424,4,c,1,1,-1,10,0,{},{},{},{},31,64,2,120,1,8,31
vCtrl,19.80725623582742,0,1189,3,{},7,{},376,376,4,d,1,1,-1,3,0,{},{},{},{},31,64,2,120,1,7,31
vCtrl,19.857006802720843,0,1192,3,{},6,{},376,376,4,d,1,1,-1,4,0,{},{},{},{},31,64,2,120,1,6,31
vCtrl,19.906598639455538,0,1195,3,{},5,{},376,376,4,d,1,1,-1,5,0,{},{},{},{},31,64,2,120,1,5,31
vCtrl,19.9561451247163,0,1198,3,{},4,{},376,376,4,d,1,1,-1,6,0,{},{},{},{},31,64,2,120,1,4,31
vCtrl,20.005691609977067,0,1201,3,{},3,{},376,376,4,d,1,1,-1,7,0,{},{},{},{},31,64,2,120,1,3,31
vCtrl,20.055487528344415,0,1204,1,{},2,{},376,376,4,d,1,1,-1,8,0,{},{},{},{},31,64,2,120,1,2,31
vCtrl,20.071859410430577,0,1205,1,{},1,{},376,376,4,d,1,1,-1,9,0,{},{},{},{},31,64,2,120,1,1,31
vCtrl,20.08829931972763,0,1206,1,{},0,{},376,376,4,d,1,1,0,10,0,{},{},{},{},31,64,2,120,1,0,31
f1Ctrl,20.108412698412423,0,1207,2,20,8,0,336,376,4,d,1,1,-1,10,0,{},{},{},{},31,64,2,80,1,8,31
vCtrl,20.13888888888861,0,1209,3,{},7,{},336,336,4,e,1,1,-1,3,0,{},{},{},{},31,64,2,80,1,7,31
vCtrl,20.18800453514711,0,1212,3,{},6,{},336,336,4,e,1,1,-1,4,0,{},{},{},{},31,64,2,80,1,6,31
vCtrl,20.23804988662103,0,1215,3,{},5,{},336,336,4,e,1,1,-1,5,0,{},{},{},{},31,64,2,80,1,5,31
vCtrl,20.2881859410428,0,1218,3,{},4,{},336,336,4,e,1,1,-1,6,0,{},{},{},{},31,64,2,80,1,4,31
vCtrl,20.338185941042802,0,1221,63,{},3,{},336,336,4,e,1,1,-1,7,0,{},{},{},{},31,64,2,80,1,3,31
vCtrl,21.38884353741468,0,1284,1,{},2,{},336,336,4,e,1,1,-1,8,0,{},{},{},{},31,64,2,80,1,2,31
vCtrl,21.40528344671173,0,1285,1,{},1,{},336,336,4,e,1,1,-1,9,0,{},{},{},{},31,64,2,80,1,1,31
vCtrl,21.42170068027182,0,1286,1,{},0,{},336,336,4,e,1,1,0,10,0,{},{},{},{},31,64,2,80,1,0,31
f1Ctrl,21.440294784580207,0,1287,2,80,8,0,376,336,4,e,1,1,-1,10,0,{},{},{},{},31,64,2,120,1,8,31
vCtrl,21.472199546484966,0,1289,3,{},7,{},376,376,4,d,1,1,-1,3,0,{},{},{},{},31,64,2,120,1,7,31
vCtrl,21.521428571428277,0,1292,3,{},6,{},376,376,4,d,1,1,-1,4,0,{},{},{},{},31,64,2,120,1,6,31
vCtrl,21.57149659863916,0,1295,3,{},5,{},376,376,4,d,1,1,-1,5,0,{},{},{},{},31,64,2,120,1,5,31
vCtrl,21.621904761904467,0,1298,3,{},4,{},376,376,4,d,1,1,-1,6,0,{},{},{},{},31,64,2,120,1,4,31
vCtrl,21.671678004534847,0,1301,23,{},3,{},376,376,4,d,1,1,-1,7,0,{},{},{},{},31,64,2,120,1,3,31
vCtrl,22.055192743763875,0,1324,1,{},2,{},376,376,4,d,1,1,-1,8,0,{},{},{},{},31,64,2,120,1,2,31
vCtrl,22.071632653060927,0,1325,1,{},1,{},376,376,4,d,1,1,-1,9,0,{},{},{},{},31,64,2,120,1,1,31
vCtrl,22.088049886621015,0,1326,1,{},0,{},376,376,4,d,1,1,0,10,-1,{},{},{},{},31,64,2,120,1,0,31
f1Ctrl,22.106077097505366,0,1327,2,40,8,0,504,376,4,d,1,1,-1,10,0,{},{},{},{},31,64,2,248,1,8,31
vCtrl,22.138367346938477,0,1329,3,{},7,{},504,504,3,a,1,1,-1,3,0,{},{},{},{},31,64,2,248,1,7,31
vCtrl,22.188344671201516,0,1332,3,{},6,{},504,504,3,a,1,1,-1,4,0,{},{},{},{},31,64,2,248,1,6,31
vCtrl,22.23809523809494,0,1335,3,{},5,{},504,504,3,a,1,1,-1,5,0,{},{},{},{},31,64,2,248,1,5,31
vCtrl,22.288185941042784,0,1338,3,{},4,{},504,504,3,a,1,1,-1,6,0,{},{},{},{},31,64,2,248,1,4,31
vCtrl,22.338231292516706,0,1341,23,{},3,{},504,504,3,a,1,1,-1,7,0,{},{},{},{},31,64,2,248,1,3,31
vCtrl,22.722086167800153,0,1364,1,{},2,{},504,504,3,a,1,1,-1,8,0,{},{},{},{},31,64,2,248,1,2,31
vCtrl,22.738503401360244,0,1365,1,{},1,{},504,504,3,a,1,1,-1,9,0,{},{},{},{},31,64,2,248,1,1,31
vCtrl,22.75492063492033,0,1366,1,{},0,{},504,504,3,a,1,1,0,10,0,{},{},{},{},31,64,2,248,1,0,31
f2Ctrl,22.774648526076778,0,1367,2,40,8,0,560,504,3,a,1,1,-1,10,0,{},{},{},{},31,64,2,48,2,8,31
vCtrl,22.805351473922578,0,1369,3,{},7,{},560,560,3,g,1,1,-1,3,0,{},{},{},{},31,64,2,48,2,7,31
vCtrl,22.854693877550687,0,1372,3,{},6,{},560,560,3,g,1,1,-1,4,0,{},{},{},{},31,64,2,48,2,6,31
vCtrl,22.90476190476157,0,1375,3,{},5,{},560,560,3,g,1,1,-1,5,0,{},{},{},{},31,64,2,48,2,5,31
vCtrl,22.954875283446377,0,1378,3,{},4,{},560,560,3,g,1,1,-1,6,0,{},{},{},{},31,64,2,48,2,4,31
vCtrl,23.00489795918334,0,1381,63,{},3,{},560,560,3,g,1,1,-1,7,0,{},{},{},{},31,64,2,48,2,3,31
vCtrl,24.054852607709414,0,1444,1,{},2,{},560,560,3,g,1,1,-1,8,0,{},{},{},{},31,64,2,48,2,2,31
vCtrl,24.071292517006466,0,1445,1,{},1,{},560,560,3,g,1,1,-1,9,0,{},{},{},{},31,64,2,48,2,1,31
vCtrl,24.087732426303518,0,1446,1,{},0,{},560,560,3,g,1,1,0,10,1,{},{},{},{},31,64,2,48,2,0,31
f2Ctrl,24.10625850340102,0,1447,2,80,8,0,424,560,3,g,1,1,-1,10,0,{},{},{},{},31,64,2,168,1,8,31
vCtrl,24.138231292516664,0,1449,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,64,2,168,1,7,31
vCtrl,24.187460317459973,0,1452,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,64,2,168,1,6,31
vCtrl,24.237505668933895,0,1455,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,64,2,168,1,5,31
vCtrl,24.2879138321992,0,1458,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,64,2,168,1,4,31
vCtrl,24.33768707482958,0,1461,63,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,64,2,168,1,3,31
vCtrl,25.386303854874928,0,1524,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,64,2,168,1,2,31
vCtrl,25.402675736961093,0,1525,1,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,64,2,168,1,1,31
vCtrl,25.419115646258145,0,1526,1,{},0,{},424,424,4,c,1,1,0,10,-1,{},{},{},{},31,64,2,168,1,0,31
f1Ctrl,25.440907029478083,0,1527,2,80,8,0,448,424,4,c,1,1,-1,10,0,{},{},{},{},31,64,2,192,1,8,31
vCtrl,25.469705215419122,0,1529,3,{},7,{},448,448,3,b,1,1,-1,3,0,{},{},{},{},31,64,2,192,1,7,31
vCtrl,25.51882086167762,0,1532,3,{},6,{},448,448,3,b,1,1,-1,4,0,{},{},{},{},31,64,2,192,1,6,31
vCtrl,25.568888888888505,0,1535,3,{},5,{},448,448,3,b,1,1,-1,5,0,{},{},{},{},31,64,2,192,1,5,31
vCtrl,25.61897959183635,0,1538,3,{},4,{},448,448,3,b,1,1,-1,6,0,{},{},{},{},31,64,2,192,1,4,31
vCtrl,25.669024943310273,0,1541,3,{},3,{},448,448,3,b,1,1,-1,7,0,{},{},{},{},31,64,2,192,1,3,31
vCtrl,25.719206349205965,0,1544,1,{},2,{},448,448,3,b,1,1,-1,8,0,{},{},{},{},31,64,2,192,1,2,31
vCtrl,25.735736961450858,0,1545,1,{},1,{},448,448,3,b,1,1,-1,9,0,{},{},{},{},31,64,2,192,1,1,31
vCtrl,25.752426303854485,0,1546,1,{},0,{},448,448,3,b,1,1,0,10,1,{},{},{},{},31,64,2,192,1,0,31
f1Ctrl,25.7701814058953,0,1547,2,20,8,0,424,448,3,b,1,1,-1,10,0,{},{},{},{},31,64,2,168,1,8,31
vCtrl,25.80251700680233,0,1549,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,64,2,168,1,7,31
vCtrl,25.852585034013213,0,1552,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,64,2,168,1,6,31
vCtrl,25.902653061224097,0,1555,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,64,2,168,1,5,31
vCtrl,25.95274376417194,0,1558,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,64,2,168,1,4,31
vCtrl,26.00278911564586,0,1561,3,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,64,2,168,1,3,31
vCtrl,26.052607709750166,0,1564,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,64,2,168,1,2,31
vCtrl,26.069024943310257,0,1565,1,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,64,2,168,1,1,31
