#type,time,ch,ticks,l,fL,v,fV,f,fF,o,scale,en,fEn,vDiff,vCnt,oDiff,envlp,envlpIndex,nE,nF,offset,data,wtbIndex,f1Ctrl,f2Ctrl,vCtrl,enCtrl
vCtrl,86.93392290249804,0,5217,63,{},3,{},336,336,4,e,1,1,-1,7,0,{},{},{},{},31,144,3,80,1,3,31
vCtrl,87.98419501134164,0,5280,1,{},2,{},336,336,4,e,1,1,-1,8,0,{},{},{},{},31,144,3,80,1,2,31
vCtrl,88.00052154195389,0,5281,1,{},1,{},336,336,4,e,1,1,-1,9,0,{},{},{},{},31,144,3,80,1,1,31
vCtrl,88.01752834467499,0,5282,1,{},0,{},336,336,4,e,1,1,0,10,0,{},{},{},{},31,144,3,80,1,0,31
f1Ctrl,88.03687074830312,0,5283,2,80,8,0,424,336,4,e,1,1,-1,10,0,{},{},{},{},31,144,3,168,1,8,31
vCtrl,88.06784580499249,0,5285,3,{},7,{},424,424,4,c,1,1,-1,3,0,{},{},{},{},31,144,3,168,1,7,31
vCtrl,88.1170294784619,0,5288,3,{},6,{},424,424,4,c,1,1,-1,4,0,{},{},{},{},31,144,3,168,1,6,31
vCtrl,88.1670294784619,0,5291,3,{},5,{},424,424,4,c,1,1,-1,5,0,{},{},{},{},31,144,3,168,1,5,31
vCtrl,88.21709750567278,0,5294,3,{},4,{},424,424,4,c,1,1,-1,6,0,{},{},{},{},31,144,3,168,1,4,31
vCtrl,88.26712018140975,0,5297,63,{},3,{},424,424,4,c,1,1,-1,7,0,{},{},{},{},31,144,3,168,1,3,31
vCtrl,89.31714285714675,0,5360,1,{},2,{},424,424,4,c,1,1,-1,8,0,{},{},{},{},31,144,3,168,1,2,31
vCtrl,89.33353741496988,0,5361,0,{},1,{},424,424,4,c,1,1,-1,9,0,{},{},{},{},31,144,3,168,1,1,31
vCtrl,89.34997732426693,0,5361,2,{},0,{},424,424,4,c,1,1,0,10,-2,{},{},{},{},31,144,3,168,1,0,31
f2Ctrl,89.37095238095634,0,5363,0,80,8,0,1121,424,4,c,1,1,0,10,0,{},{},{},{},31,144,3,97,4,8,31
enBit,89.37126984127381,0,5363,0,0,8,0,1121,1121,2,g,0,1,0,2,0,{},{},{},{},31,144,3,97,4,8,0
enBit,89.37167800453905,0,5363,0,0,8,8,1121,1121,2,g,1,1,0,2,0,{},{},{},{},31,64,2,97,4,8,7
enBit,89.37174603174994,0,5363,0,0,8,8,1121,1121,2,g,0,1,0,2,0,{},{},{},{},31,64,2,97,4,8,0
enBit,89.37215419501517,0,5363,1,0,8,8,1121,1121,2,g,1,1,1,2,0,{},{},{},{},31,64,2,97,4,8,7
vCtrl,89.38383219955033,0,5364,1,{},9,{},1121,1121,2,g,1,1,1,3,0,{},{},{},{},31,64,2,97,4,9,7
vCtrl,89.40058956916486,0,5365,1,{},10,{},1121,1121,2,g,1,1,1,4,0,{},{},{},{},31,64,2,97,4,10,7
vCtrl,89.41727891156852,0,5366,1,{},11,{},1121,1121,2,g,1,1,1,5,0,{},{},{},{},31,64,2,97,4,11,7
vCtrl,89.43353741496989,0,5367,1,{},12,{},1121,1121,2,g,1,1,-1,6,0,{},{},{},{},31,64,2,97,4,12,7
vCtrl,89.4501814058996,0,5368,0,{},11,{},1121,1121,2,g,1,1,-1,7,0,{},{},{},{},31,64,2,97,4,11,7
vCtrl,89.46664399093363,0,5368,1,{},10,{},1121,1121,2,g,1,1,-1,8,0,{},{},{},{},31,64,2,97,4,10,7
vCtrl,89.48294784580892,0,5369,1,{},9,{},1121,1121,2,g,1,1,-1,9,0,{},{},{},{},31,64,2,97,4,9,7
vCtrl,89.49934240363207,0,5370,1,{},8,{},1121,1121,2,g,1,1,-1,10,0,{},{},{},{},31,64,2,97,4,8,7
vCtrl,89.51598639456178,0,5371,2,{},7,{},1121,1121,2,g,1,1,0,11,1,{},{},{},{},31,64,2,97,4,7,7
f2Ctrl,89.53519274376816,0,5373,1,10,8,8,561,1121,2,g,1,1,1,11,0,{},{},{},{},31,64,2,49,2,8,7
vCtrl,89.55011337868882,0,5374,0,{},9,{},561,561,3,g,1,1,1,3,0,{},{},{},{},31,64,2,49,2,9,31
vCtrl,89.5663718820902,0,5374,1,{},10,{},561,561,3,g,1,1,1,4,0,{},{},{},{},31,64,2,49,2,10,31
vCtrl,89.58306122449385,0,5375,1,{},11,{},561,561,3,g,1,1,1,5,0,{},{},{},{},31,64,2,49,2,11,31
vCtrl,89.59977324263446,0,5376,1,{},12,{},561,561,3,g,1,1,-1,6,0,{},{},{},{},31,64,2,49,2,12,31
vCtrl,89.61646258503811,0,5377,1,{},11,{},561,561,3,g,1,1,-1,7,0,{},{},{},{},31,64,2,49,2,11,31
vCtrl,89.63317460317872,0,5378,1,{},10,{},561,561,3,g,1,1,-1,8,0,{},{},{},{},31,64,2,49,2,10,31
vCtrl,89.64941043084313,0,5379,1,{},9,{},561,561,3,g,1,1,-1,9,0,{},{},{},{},31,64,2,49,2,9,31
vCtrl,89.66605442177286,0,5380,1,{},8,{},561,561,3,g,1,1,-1,10,0,{},{},{},{},31,64,2,49,2,8,31
vCtrl,89.6827437641765,0,5381,2,{},7,{},561,561,3,g,1,1,-1,11,0,{},{},{},{},31,64,2,49,2,7,31
vCtrl,89.70088435374568,0,5383,0,{},6,{},561,561,3,g,1,1,-1,12,0,{},{},{},{},31,64,2,49,2,6,31
vCtrl,89.71609977324684,0,5383,1,{},5,{},561,561,3,g,1,1,-1,13,0,{},{},{},{},31,64,2,49,2,5,31
vCtrl,89.73276643991352,0,5384,1,{},4,{},561,561,3,g,1,1,-1,14,0,{},{},{},{},31,64,2,49,2,4,31
vCtrl,89.74947845805411,0,5385,13,{},3,{},561,561,3,g,1,1,-1,15,0,{},{},{},{},31,64,2,49,2,3,31
vCtrl,89.96619047619481,0,5398,1,{},2,{},561,561,3,g,1,1,-1,16,0,{},{},{},{},31,64,2,49,2,2,31
vCtrl,89.98283446712452,0,5399,1,{},1,{},561,561,3,g,1,1,-1,17,0,{},{},{},{},31,64,2,49,2,1,31
vCtrl,89.99922902494767,0,5400,3,{},0,{},561,561,3,g,1,1,0,18,-1,{},{},{},{},31,64,2,49,2,0,31
f2Ctrl,90.03507936508376,0,5403,0,30,8,7,1121,561,3,g,1,1,1,18,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,90.04984126984569,0,5403,1,{},9,{},1121,1121,2,g,1,1,1,3,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,90.0660770975101,0,5404,1,{},10,{},1121,1121,2,g,1,1,1,4,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,90.08276643991374,0,5405,1,{},11,{},1121,1121,2,g,1,1,1,5,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,90.09947845805435,0,5406,1,{},12,{},1121,1121,2,g,1,1,-1,6,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,90.11616780045799,0,5407,1,{},11,{},1121,1121,2,g,1,1,-1,7,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,90.13290249433555,0,5408,1,{},10,{},1121,1121,2,g,1,1,-1,8,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,90.14913832199997,0,5409,1,{},9,{},1121,1121,2,g,1,1,-1,9,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,90.1657823129297,0,5410,1,{},8,{},1121,1121,2,g,1,1,-1,10,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,90.18247165533334,0,5411,1,{},7,{},1121,1121,2,g,1,1,-1,11,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,90.19975056689799,0,5412,1,{},6,{},1121,1121,2,g,1,1,-1,12,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,90.21575963719279,0,5413,1,{},5,{},1121,1121,2,g,1,1,-1,13,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,90.23249433107036,0,5414,1,{},4,{},1121,1121,2,g,1,1,-1,14,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,90.249183673474,0,5415,23,{},3,{},1121,1121,2,g,1,1,-1,15,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,90.6326757369662,0,5438,1,{},2,{},1121,1121,2,g,1,1,-1,16,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,90.64904761905238,0,5439,1,{},1,{},1121,1121,2,g,1,1,-1,17,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,90.66571428571906,0,5440,3,{},0,{},1121,1121,2,g,1,1,8,18,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,90.70208616780529,0,5443,0,{},8,{},1121,1121,2,g,1,1,1,19,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,90.7162131519323,0,5443,1,{},9,{},1121,1121,2,g,1,1,1,20,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,90.73299319728379,0,5444,1,{},10,{},1121,1121,2,g,1,1,1,21,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,90.74968253968743,0,5445,1,{},11,{},1121,1121,2,g,1,1,1,22,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,90.76587301587793,0,5446,1,{},12,{},1121,1121,2,g,1,1,-1,23,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,90.7822448979641,0,5447,1,{},11,{},1121,1121,2,g,1,1,-1,24,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,90.7987301587351,0,5448,1,{},10,{},1121,1121,2,g,1,1,-1,25,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,90.81526077098002,0,5449,1,{},9,{},1121,1121,2,g,1,1,-1,26,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,90.83195011338367,0,5450,1,{},8,{},1121,1121,2,g,1,1,-1,27,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,90.84863945578732,0,5451,1,{},7,{},1121,1121,2,g,1,1,-1,28,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,90.86598639456287,0,5452,1,{},6,{},1121,1121,2,g,1,1,-1,29,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,90.88192743764678,0,5453,1,{},5,{},1121,1121,2,g,1,1,-1,30,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,90.89866213152435,0,5454,1,{},4,{},1121,1121,2,g,1,1,-1,31,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,90.91535147392798,0,5455,23,{},3,{},1121,1121,2,g,1,1,-1,32,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,91.29925170068556,0,5478,1,{},2,{},1121,1121,2,g,1,1,-1,33,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,91.31560090703478,0,5479,1,{},1,{},1121,1121,2,g,1,1,-1,34,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,91.33204081633184,0,5480,3,{},0,{},1121,1121,2,g,1,1,8,35,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,91.366666666672,0,5483,0,{},8,{},1121,1121,2,g,1,1,1,36,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,91.3827437641777,0,5483,1,{},9,{},1121,1121,2,g,1,1,1,37,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,91.39891156463122,0,5484,1,{},10,{},1121,1121,2,g,1,1,1,38,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,91.41560090703486,0,5485,1,{},11,{},1121,1121,2,g,1,1,1,39,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,91.43231292517547,0,5486,1,{},12,{},1121,1121,2,g,1,1,-1,40,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,91.4490022675791,0,5487,1,{},11,{},1121,1121,2,g,1,1,-1,41,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,91.4657142857197,0,5488,1,{},10,{},1121,1121,2,g,1,1,-1,42,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,91.48201814059497,0,5489,1,{},9,{},1121,1121,2,g,1,1,-1,43,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,91.49866213152468,0,5490,1,{},8,{},1121,1121,2,g,1,1,-1,44,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,91.5153514739283,0,5491,1,{},7,{},1121,1121,2,g,1,1,-1,45,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,91.53204081633193,0,5492,1,{},6,{},1121,1121,2,g,1,1,-1,46,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,91.54873015873555,0,5493,1,{},5,{},1121,1121,2,g,1,1,-1,47,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,91.56541950113917,0,5494,1,{},4,{},1121,1121,2,g,1,1,-1,48,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,91.5821088435428,0,5495,23,{},3,{},1121,1121,2,g,1,1,-1,49,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,91.96594104308929,0,5518,1,{},2,{},1121,1121,2,g,1,1,-1,50,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,91.98238095238635,0,5519,1,{},1,{},1121,1121,2,g,1,1,-1,51,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,91.99882086168341,0,5520,3,{},0,{},1121,1121,2,g,1,1,8,52,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,92.03444444444989,0,5523,0,{},8,{},1121,1121,2,g,1,1,0,53,0,{},{},{},{},31,64,2,97,4,8,31
enBit,92.0347392290304,0,5523,0,120,8,0,1121,1121,2,g,0,1,0,53,0,{},{},{},{},31,64,2,97,4,8,0
enBit,92.03512471655867,0,5523,0,0,8,8,1121,1121,2,g,1,1,0,53,0,{},{},{},{},31,64,2,97,4,8,25
enBit,92.03519274376956,0,5523,0,0,8,8,1121,1121,2,g,0,1,0,53,0,{},{},{},{},31,64,2,97,4,8,0
enBit,92.03560090703479,0,5523,0,0,8,8,1121,1121,2,g,1,1,1,53,0,{},{},{},{},31,64,2,97,4,8,25
vCtrl,92.04904761905294,0,5523,1,{},9,{},1121,1121,2,g,1,1,1,54,0,{},{},{},{},31,64,2,97,4,9,25
vCtrl,92.06573696145658,0,5524,1,{},10,{},1121,1121,2,g,1,1,1,55,0,{},{},{},{},31,64,2,97,4,10,25
vCtrl,92.08242630386022,0,5525,1,{},11,{},1121,1121,2,g,1,1,1,56,0,{},{},{},{},31,64,2,97,4,11,25
vCtrl,92.09841269841804,0,5526,1,{},12,{},1121,1121,2,g,1,1,-1,57,0,{},{},{},{},31,64,2,97,4,12,25
vCtrl,92.11480725624118,0,5527,1,{},11,{},1121,1121,2,g,1,1,-1,58,0,{},{},{},{},31,64,2,97,4,11,25
vCtrl,92.13131519274911,0,5528,1,{},10,{},1121,1121,2,g,1,1,-1,59,0,{},{},{},{},31,64,2,97,4,10,25
vCtrl,92.14766439909833,0,5529,1,{},9,{},1121,1121,2,g,1,1,-1,60,0,{},{},{},{},31,64,2,97,4,9,25
vCtrl,92.16437641723893,0,5530,1,{},8,{},1121,1121,2,g,1,1,-1,61,0,{},{},{},{},31,64,2,97,4,8,25
vCtrl,92.18106575964256,0,5531,1,{},7,{},1121,1121,2,g,1,1,1,62,0,{},{},{},{},31,64,2,97,4,7,25
vCtrl,92.19952380952921,0,5532,1,{},8,{},1121,1121,2,g,1,1,1,63,0,{},{},{},{},31,64,2,97,4,8,25
vCtrl,92.21426303855417,0,5533,1,{},9,{},1121,1121,2,g,1,1,1,64,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,92.23074829932516,0,5534,1,{},10,{},1121,1121,2,g,1,1,1,65,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,92.24709750567438,0,5535,1,{},11,{},1121,1121,2,g,1,1,1,66,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,92.2635600907084,0,5536,1,{},12,{},1121,1121,2,g,1,1,-1,67,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,92.28034013605988,0,5537,1,{},11,{},1121,1121,2,g,1,1,-1,68,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,92.29696145125263,0,5538,1,{},10,{},1121,1121,2,g,1,1,-1,69,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,92.31356009070842,0,5539,1,{},9,{},1121,1121,2,g,1,1,-1,70,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,92.33031746032295,0,5540,1,{},8,{},1121,1121,2,g,1,1,-1,71,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,92.3469387755157,0,5541,1,{},7,{},1121,1121,2,g,1,1,-1,72,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,92.36362811791932,0,5542,1,{},6,{},1121,1121,2,g,1,1,-1,73,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,92.380294784586,0,5543,1,{},5,{},1121,1121,2,g,1,1,-1,74,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,92.39691609977875,0,5544,1,{},4,{},1121,1121,2,g,1,1,-1,75,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,92.41360544218237,0,5545,13,{},3,{},1121,1121,2,g,1,1,-1,76,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,92.63054421769257,0,5558,1,{},2,{},1121,1121,2,g,1,1,-1,77,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,92.64698412698962,0,5559,1,{},1,{},1121,1121,2,g,1,1,-1,78,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,92.66340136054973,0,5560,2,{},0,{},1121,1121,2,g,1,1,8,79,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,92.69927437642272,0,5562,1,{},8,{},1121,1121,2,g,1,1,1,80,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,92.71433106576517,0,5563,1,{},9,{},1121,1121,2,g,1,1,1,81,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,92.73054421769262,0,5564,1,{},10,{},1121,1121,2,g,1,1,1,82,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,92.74714285714842,0,5565,1,{},11,{},1121,1121,2,g,1,1,1,83,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,92.76385487528901,0,5566,1,{},12,{},1121,1121,2,g,1,1,-1,84,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,92.7806349206405,0,5567,1,{},11,{},1121,1121,2,g,1,1,-1,85,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,92.79725623583326,0,5568,1,{},10,{},1121,1121,2,g,1,1,-1,86,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,92.81356009070856,0,5569,1,{},9,{},1121,1121,2,g,1,1,-1,87,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,92.83029478458612,0,5570,1,{},8,{},1121,1121,2,g,1,1,-1,88,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,92.84689342404191,0,5571,1,{},7,{},1121,1121,2,g,1,1,-1,89,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,92.8636054421825,0,5572,1,{},6,{},1121,1121,2,g,1,1,-1,90,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,92.88027210884918,0,5573,1,{},5,{},1121,1121,2,g,1,1,-1,91,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,92.89687074830498,0,5574,1,{},4,{},1121,1121,2,g,1,1,-1,92,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,92.9135600907086,0,5575,23,{},3,{},1121,1121,2,g,1,1,-1,93,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,93.29739229025509,0,5598,1,{},2,{},1121,1121,2,g,1,1,-1,94,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,93.31383219955214,0,5599,1,{},1,{},1121,1121,2,g,1,1,-1,95,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,93.33024943311224,0,5600,2,{},0,{},1121,1121,2,g,1,1,8,96,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,93.36662131519843,0,5602,1,{},8,{},1121,1121,2,g,1,1,1,97,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,93.38083900227329,0,5603,1,{},9,{},1121,1121,2,g,1,1,1,98,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,93.39757369615086,0,5604,1,{},10,{},1121,1121,2,g,1,1,1,99,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,93.41417233560666,0,5605,1,{},11,{},1121,1121,2,g,1,1,1,100,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,93.4301587301645,0,5606,1,{},12,{},1121,1121,2,g,1,1,-1,101,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,93.44664399093547,0,5607,1,{},11,{},1121,1121,2,g,1,1,-1,102,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,93.46301587302166,0,5608,1,{},10,{},1121,1121,2,g,1,1,-1,103,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,93.47961451247745,0,5609,1,{},9,{},1121,1121,2,g,1,1,-1,104,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,93.49639455782894,0,5610,1,{},8,{},1121,1121,2,g,1,1,-1,105,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,93.51299319728473,0,5611,1,{},7,{},1121,1121,2,g,1,1,-1,106,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,93.52970521542532,0,5612,1,{},6,{},1121,1121,2,g,1,1,-1,107,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,93.54637188209199,0,5613,1,{},5,{},1121,1121,2,g,1,1,-1,108,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,93.56297052154778,0,5614,1,{},4,{},1121,1121,2,g,1,1,-1,109,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,93.5796598639514,0,5615,23,{},3,{},1121,1121,2,g,1,1,-1,110,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,93.9635374149719,0,5638,1,{},2,{},1121,1121,2,g,1,1,-1,111,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,93.98000000000592,0,5639,1,{},1,{},1121,1121,2,g,1,1,-1,112,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,93.9967800453574,0,5640,2,{},0,{},1121,1121,2,g,1,1,8,113,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,94.03131519274972,0,5642,1,{},8,{},1121,1121,2,g,1,1,1,114,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,94.04748299320325,0,5643,1,{},9,{},1121,1121,2,g,1,1,1,115,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,94.06356009070893,0,5644,1,{},10,{},1121,1121,2,g,1,1,1,116,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,94.08024943311257,0,5645,1,{},11,{},1121,1121,2,g,1,1,1,117,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,94.09705215420101,0,5646,1,{},12,{},1121,1121,2,g,1,1,-1,118,0,{},{},{},{},31,64,2,97,4,12,31
vCtrl,94.11365079365682,0,5647,1,{},11,{},1121,1121,2,g,1,1,-1,119,0,{},{},{},{},31,64,2,97,4,11,31
vCtrl,94.13036281179741,0,5648,1,{},10,{},1121,1121,2,g,1,1,-1,120,0,{},{},{},{},31,64,2,97,4,10,31
vCtrl,94.1467800453575,0,5649,1,{},9,{},1121,1121,2,g,1,1,-1,121,0,{},{},{},{},31,64,2,97,4,9,31
vCtrl,94.16331065760241,0,5650,1,{},8,{},1121,1121,2,g,1,1,-1,122,0,{},{},{},{},31,64,2,97,4,8,31
vCtrl,94.17997732426907,0,5651,1,{},7,{},1121,1121,2,g,1,1,-1,123,0,{},{},{},{},31,64,2,97,4,7,31
vCtrl,94.1966666666727,0,5652,1,{},6,{},1121,1121,2,g,1,1,-1,124,0,{},{},{},{},31,64,2,97,4,6,31
vCtrl,94.21335600907632,0,5653,1,{},5,{},1121,1121,2,g,1,1,-1,125,0,{},{},{},{},31,64,2,97,4,5,31
vCtrl,94.23004535147994,0,5654,1,{},4,{},1121,1121,2,g,1,1,-1,126,0,{},{},{},{},31,64,2,97,4,4,31
vCtrl,94.24675736962054,0,5655,23,{},3,{},1121,1121,2,g,1,1,-1,127,0,{},{},{},{},31,64,2,97,4,3,31
vCtrl,94.63058956916701,0,5678,1,{},2,{},1121,1121,2,g,1,1,-1,128,0,{},{},{},{},31,64,2,97,4,2,31
vCtrl,94.64705215420103,0,5679,1,{},1,{},1121,1121,2,g,1,1,-1,129,0,{},{},{},{},31,64,2,97,4,1,31
vCtrl,94.66344671202417,0,5680,3,{},0,{},1121,1121,2,g,1,1,8,130,0,{},{},{},{},31,64,2,97,4,0,31
vCtrl,94.70179138322602,0,5683,0,{},8,{},1121,1121,2,g,1,1,0,131,0,{},{},{},{},31,64,2,97,4,8,31
enBit,94.70213151928046,0,5683,0,160,8,8,1121,1121,2,g,0,1,0,131,0,{},{},{},{},31,64,2,97,4,8,0
enBit,94.70253968254569,0,5683,0,0,8,8,1121,1121,2,g,1,1,0,131,0,{},{},{},{},31,64,2,97,4,8,7
enBit,94.70258503401962,0,5683,0,0,8,8,1121,1121,2,g,0,1,0,131,0,{},{},{},{},31,64,2,97,4,8,0
enBit,94.70299319728485,0,5683,0,0,8,8,1121,1121,2,g,1,1,0,131,0,{},{},{},{},31,64,2,97,4,8,7
enBit,94.70303854875878,0,5683,0,0,8,8,1121,1121,2,g,0,1,0,131,0,{},{},{},{},31,64,2,97,4,8,0
enBit,94.70344671202402,0,5683,0,0,8,8,1121,1121,2,g,1,1,1,131,0,{},{},{},{},31,64,2,97,4,8,7
vCtrl,94.7139909297111,0,5683,1,{},9,{},1121,1121,2,g,1,1,1,132,0,{},{},{},{},31,64,2,97,4,9,7
vCtrl,94.73072562358867,0,5684,1,{},10,{},1121,1121,2,g,1,1,1,133,0,{},{},{},{},31,64,2,97,4,10,7
vCtrl,94.74741496599232,0,5685,1,{},11,{},1121,1121,2,g,1,1,1,134,0,{},{},{},{},31,64,2,97,4,11,7
vCtrl,94.76340136055016,0,5686,1,{},12,{},1121,1121,2,g,1,1,-1,135,0,{},{},{},{},31,64,2,97,4,12,7
vCtrl,94.77979591837331,0,5687,1,{},11,{},1121,1121,2,g,1,1,-1,136,0,{},{},{},{},31,64,2,97,4,11,7
vCtrl,94.79625850340734,0,5688,1,{},10,{},1121,1121,2,g,1,1,-1,137,0,{},{},{},{},31,64,2,97,4,10,7
vCtrl,94.81256235828263,0,5689,1,{},9,{},1121,1121,2,g,1,1,-1,138,0,{},{},{},{},31,64,2,97,4,9,7
vCtrl,94.82925170068627,0,5690,1,{},8,{},1121,1121,2,g,1,1,-1,139,0,{},{},{},{},31,64,2,97,4,8,7
vCtrl,94.84594104308991,0,5691,1,{},7,{},1121,1121,2,g,1,1,0,140,1,{},{},{},{},31,64,2,97,4,7,7
f2Ctrl,94.86487528345275,0,5692,1,9,8,8,561,1121,2,g,1,1,1,140,0,{},{},{},{},31,64,2,49,2,8,7
vCtrl,94.87986394558432,0,5693,1,{},9,{},561,561,3,g,1,1,1,3,0,{},{},{},{},31,64,2,49,2,9,31
vCtrl,94.89609977324874,0,5694,1,{},10,{},561,561,3,g,1,1,1,4,0,{},{},{},{},31,64,2,49,2,10,31
vCtrl,94.91278911565237,0,5695,1,{},11,{},561,561,3,g,1,1,1,5,0,{},{},{},{},31,64,2,49,2,11,31
vCtrl,94.92950113379298,0,5696,1,{},12,{},561,561,3,g,1,1,-1,6,0,{},{},{},{},31,64,2,49,2,12,31
vCtrl,94.94619047619662,0,5697,1,{},11,{},561,561,3,g,1,1,-1,7,0,{},{},{},{},31,64,2,49,2,11,31
vCtrl,94.9629251700742,0,5698,1,{},10,{},561,561,3,g,1,1,-1,8,0,{},{},{},{},31,64,2,49,2,10,31
